,season,school_url,school_name,games_played,win_pct,ncaa_tournament,pace,eff_fg_pct,srs_off,srs_def,sos,team_ppg,opp_ppg,off_rating,def_rating,rank
676,2012,https://www.sports-reference.com//cbb/schools/western-illinois/2012.html,Western Illinois,33,0.545,0,60.0,0.511,-11.4,8.56,-1.39,61.5,60.2,93.54,97.57,
677,2012,https://www.sports-reference.com//cbb/schools/western-kentucky/2012.html,Western Kentucky,35,0.457,1,68.4,0.444,-1.68,-0.98,0.51,64.9,68.1,94.88,98.41,
678,2012,https://www.sports-reference.com//cbb/schools/western-michigan/2012.html,Western Michigan,34,0.412,0,66.0,0.491,1.38,-3.17,0.17,68.6,69.9,101.57,103.70,
679,2012,https://www.sports-reference.com//cbb/schools/wichita-state/2012.html,Wichita State,33,0.818,1,67.0,0.543,10.64,6.79,3.8,77.1,62.4,114.53,88.95,18
680,2012,https://www.sports-reference.com//cbb/schools/william-mary/2012.html,William & Mary,32,0.188,0,63.4,0.472,-7.44,-3.35,-0.72,60.3,69.4,93.32,109.74,
681,2012,https://www.sports-reference.com//cbb/schools/winthrop/2012.html,Winthrop,32,0.375,0,64.1,0.464,-8.72,1.08,-3.47,63.6,66.0,90.48,102.10,
682,2012,https://www.sports-reference.com//cbb/schools/wisconsin/2012.html,Wisconsin,36,0.722,1,58.6,0.501,0.58,18.47,8.24,64.0,53.2,113.60,83.18,14
683,2012,https://www.sports-reference.com//cbb/schools/wofford/2012.html,Wofford,33,0.576,0,62.5,0.494,-5.98,2.36,-3.79,63.9,63.2,97.80,103.09,
684,2012,https://www.sports-reference.com//cbb/schools/wright-state/2012.html,Wright State,32,0.406,0,62.8,0.459,-8.47,4.4,0.25,58.0,61.5,91.50,97.68,
685,2012,https://www.sports-reference.com//cbb/schools/wyoming/2012.html,Wyoming,33,0.636,0,61.5,0.51,-5.64,12.42,1.43,62.7,56.2,101.06,90.54,
686,2012,https://www.sports-reference.com//cbb/schools/xavier/2012.html,Xavier,36,0.639,1,67.5,0.497,5.95,3.64,6.22,70.6,67.3,106.31,92.18,
687,2012,https://www.sports-reference.com//cbb/schools/yale/2012.html,Yale,29,0.655,0,67.1,0.488,-1.19,-0.18,-2.63,68.7,64.8,97.03,98.96,
688,2012,https://www.sports-reference.com//cbb/schools/youngstown-state/2012.html,Youngstown State,31,0.516,0,64.7,0.51,0.41,-2.19,-1.65,67.6,66.0,101.82,104.03,
689,2013,https://www.sports-reference.com//cbb/schools/air-force/2013.html,Air Force,32,0.563,0,64.8,0.551,4.05,0.01,4.16,70.0,67.8,110.09,102.85,
690,2013,https://www.sports-reference.com//cbb/schools/akron/2013.html,Akron,33,0.788,1,66.4,0.516,4.29,3.83,0.18,71.8,62.8,104.85,92.31,
691,2013,https://www.sports-reference.com//cbb/schools/alabama-am/2013.html,Alabama A&M,31,0.355,0,67.4,0.443,-9.2,-9.2,-9.82,63.1,69.7,86.03,111.61,
692,2013,https://www.sports-reference.com//cbb/schools/alabama-birmingham/2013.html,Alabama-Birmingham,33,0.485,0,71.3,0.488,3.78,-3.52,1.52,71.4,71.2,98.90,97.41,
693,2013,https://www.sports-reference.com//cbb/schools/alabama-state/2013.html,Alabama State,32,0.313,0,67.0,0.454,-8.71,-9.18,-9.03,61.8,69.7,86.25,110.53,
694,2013,https://www.sports-reference.com//cbb/schools/alabama/2013.html,Alabama,36,0.639,0,62.3,0.48,-1.77,11.58,5.96,63.0,58.4,103.42,87.72,
695,2013,https://www.sports-reference.com//cbb/schools/albany-ny/2013.html,Albany (NY),35,0.686,1,62.8,0.496,-3.3,2.45,-4.51,64.3,60.7,99.28,99.54,
696,2013,https://www.sports-reference.com//cbb/schools/alcorn-state/2013.html,Alcorn State,34,0.294,0,69.0,0.428,-11.59,-2.67,-7.11,60.4,66.1,82.84,102.08,
697,2013,https://www.sports-reference.com//cbb/schools/american/2013.html,American,30,0.333,0,59.4,0.473,-9.53,0.98,-2.52,57.8,63.9,94.41,107.49,
698,2013,https://www.sports-reference.com//cbb/schools/appalachian-state/2013.html,Appalachian State,31,0.484,0,68.3,0.493,0.38,-8.26,-5.74,71.3,71.6,95.53,106.19,
699,2013,https://www.sports-reference.com//cbb/schools/arizona-state/2013.html,Arizona State,35,0.629,0,67.5,0.523,5.77,3.05,4.57,71.8,67.5,106.43,93.06,
700,2013,https://www.sports-reference.com//cbb/schools/arizona/2013.html,Arizona,35,0.771,1,66.8,0.525,10.25,7.07,7.48,73.4,63.6,114.47,88.30,21
701,2013,https://www.sports-reference.com//cbb/schools/arkansas-little-rock/2013.html,Little Rock,32,0.531,0,69.2,0.468,-2.7,-1.64,-2.21,66.5,66.6,94.25,98.86,
702,2013,https://www.sports-reference.com//cbb/schools/arkansas-pine-bluff/2013.html,Arkansas-Pine Bluff,30,0.533,0,68.7,0.447,-7.71,-4.51,-8.28,62.7,66.6,86.39,103.03,
703,2013,https://www.sports-reference.com//cbb/schools/arkansas-state/2013.html,Arkansas State,31,0.613,0,66.3,0.463,-1.75,2.54,-4.34,68.6,62.7,97.34,95.01,
704,2013,https://www.sports-reference.com//cbb/schools/arkansas/2013.html,Arkansas,32,0.594,0,70.6,0.484,10.31,-0.48,4.99,73.7,68.8,107.28,93.04,
705,2013,https://www.sports-reference.com//cbb/schools/army/2013.html,Army,31,0.516,0,67.8,0.518,3.82,-5.3,-4.51,72.4,68.1,101.33,103.04,
706,2013,https://www.sports-reference.com//cbb/schools/auburn/2013.html,Auburn,32,0.281,0,66.6,0.46,0.52,-0.28,4.2,64.8,68.8,98.43,97.29,
707,2013,https://www.sports-reference.com//cbb/schools/austin-peay/2013.html,Austin Peay,31,0.258,0,69.7,0.523,-0.08,-12.24,-4.28,71.5,76.5,94.66,111.21,
708,2013,https://www.sports-reference.com//cbb/schools/ball-state/2013.html,Ball State,30,0.5,0,65.8,0.483,-3.15,-3.54,-3.14,65.2,68.0,96.68,105.73,
709,2013,https://www.sports-reference.com//cbb/schools/baylor/2013.html,Baylor,37,0.622,0,68.5,0.519,11.32,3.75,7.12,76.0,66.4,113.97,91.51,
710,2013,https://www.sports-reference.com//cbb/schools/belmont/2013.html,Belmont,33,0.788,1,68.1,0.567,7.37,3.04,-0.92,76.8,64.5,109.86,93.80,
711,2013,https://www.sports-reference.com//cbb/schools/bethune-cookman/2013.html,Bethune-Cookman,34,0.412,0,67.2,0.465,-4.3,-5.21,-6.41,67.1,68.2,94.16,107.67,
712,2013,https://www.sports-reference.com//cbb/schools/binghamton/2013.html,Binghamton,30,0.1,0,66.2,0.422,-12.26,-6.26,-3.68,55.9,69.4,81.57,108.33,
713,2013,https://www.sports-reference.com//cbb/schools/boise-state/2013.html,Boise State,32,0.656,1,66.3,0.53,6.9,2.48,5.21,73.2,65.5,111.25,96.30,
714,2013,https://www.sports-reference.com//cbb/schools/boston-college/2013.html,Boston College,33,0.485,0,64.0,0.51,4.01,2.1,7.04,67.1,68.1,109.27,99.89,
715,2013,https://www.sports-reference.com//cbb/schools/boston-university/2013.html,Boston University,30,0.567,0,65.5,0.522,0.69,-1.27,-3.92,67.8,64.5,101.05,100.90,
716,2013,https://www.sports-reference.com//cbb/schools/bowling-green-state/2013.html,Bowling Green State,32,0.406,0,63.9,0.464,-5.24,1.92,-1.75,62.8,63.5,94.23,98.00,
717,2013,https://www.sports-reference.com//cbb/schools/bradley/2013.html,Bradley,35,0.514,0,66.1,0.483,2.05,-0.8,1.96,67.7,68.5,102.12,100.02,
718,2013,https://www.sports-reference.com//cbb/schools/brigham-young/2013.html,Brigham Young,36,0.667,0,71.1,0.505,10.86,-0.23,3.72,77.1,69.5,108.28,92.57,
719,2013,https://www.sports-reference.com//cbb/schools/brown/2013.html,Brown,28,0.464,0,63.7,0.478,-5.93,-0.39,-3.02,62.4,64.3,92.50,100.72,
720,2013,https://www.sports-reference.com//cbb/schools/bryant/2013.html,Bryant,31,0.613,0,67.0,0.544,3.44,-5.51,-4.71,74.0,71.4,105.54,107.62,
721,2013,https://www.sports-reference.com//cbb/schools/bucknell/2013.html,Bucknell,34,0.824,1,62.6,0.496,-0.53,7.5,-1.95,67.0,57.8,104.35,92.48,
722,2013,https://www.sports-reference.com//cbb/schools/buffalo/2013.html,Buffalo,34,0.412,0,64.9,0.51,-0.69,-1.24,-0.34,66.9,67.3,99.93,102.09,
723,2013,https://www.sports-reference.com//cbb/schools/butler/2013.html,Butler,36,0.75,1,64.9,0.512,4.32,6.68,6.09,69.3,63.9,109.06,91.54,
724,2013,https://www.sports-reference.com//cbb/schools/cal-poly/2013.html,Cal Poly,32,0.563,0,60.0,0.491,-4.27,3.5,-0.94,64.8,63.1,103.90,104.07,
725,2013,https://www.sports-reference.com//cbb/schools/cal-state-bakersfield/2013.html,Cal State Bakersfield,30,0.467,0,67.7,0.477,-3.01,-3.48,-2.22,68.0,69.0,94.28,102.56,
726,2013,https://www.sports-reference.com//cbb/schools/cal-state-fullerton/2013.html,Cal State Fullerton,32,0.438,0,70.2,0.543,6.45,-9.71,-3.33,76.6,74.4,104.41,108.25,
727,2013,https://www.sports-reference.com//cbb/schools/cal-state-northridge/2013.html,Cal State Northridge,31,0.452,0,71.5,0.479,4.81,-9.0,-2.22,75.3,74.5,100.79,105.73,
728,2013,https://www.sports-reference.com//cbb/schools/california-davis/2013.html,UC-Davis,31,0.452,0,67.3,0.551,2.32,-6.12,-2.87,71.3,72.2,101.86,106.54,
729,2013,https://www.sports-reference.com//cbb/schools/california-irvine/2013.html,UC-Irvine,37,0.568,0,67.0,0.491,-1.11,0.96,-0.97,69.1,65.4,98.13,97.27,
730,2013,https://www.sports-reference.com//cbb/schools/california-riverside/2013.html,UC-Riverside,31,0.194,0,64.5,0.461,-13.09,1.29,-2.02,59.0,66.5,84.66,101.63,
731,2013,https://www.sports-reference.com//cbb/schools/california-santa-barbara/2013.html,UC-Santa Barbara,31,0.355,0,64.2,0.493,-4.21,-0.32,0.1,64.6,67.4,95.40,101.08,
732,2013,https://www.sports-reference.com//cbb/schools/california/2013.html,University of California,33,0.636,1,66.5,0.48,4.43,6.17,7.71,67.2,64.3,106.66,90.10,
733,2013,https://www.sports-reference.com//cbb/schools/campbell/2013.html,Campbell,33,0.394,0,67.7,0.48,-2.26,-7.97,-5.53,69.2,72.6,94.65,108.91,
734,2013,https://www.sports-reference.com//cbb/schools/canisius/2013.html,Canisius,34,0.588,0,66.8,0.527,5.76,-3.39,-0.98,73.5,70.1,108.21,103.88,
735,2013,https://www.sports-reference.com//cbb/schools/central-arkansas/2013.html,Central Arkansas,30,0.433,0,73.2,0.49,5.18,-16.06,-6.14,76.5,78.6,95.83,110.07,
736,2013,https://www.sports-reference.com//cbb/schools/central-connecticut-state/2013.html,Central Connecticut State,30,0.433,0,70.7,0.486,3.46,-11.68,-4.03,72.9,77.1,97.72,108.04,
737,2013,https://www.sports-reference.com//cbb/schools/central-florida/2013.html,Central Florida,31,0.645,0,66.5,0.518,3.94,-0.48,0.98,70.8,67.1,105.41,99.46,
738,2013,https://www.sports-reference.com//cbb/schools/central-michigan/2013.html,Central Michigan,31,0.355,0,65.5,0.484,0.81,-6.96,-1.22,67.5,71.8,102.19,110.19,
739,2013,https://www.sports-reference.com//cbb/schools/charleston-southern/2013.html,Charleston Southern,32,0.594,0,68.1,0.499,1.43,-3.35,-5.48,73.8,67.0,99.37,101.53,
740,2013,https://www.sports-reference.com//cbb/schools/charlotte/2013.html,Charlotte,33,0.636,0,68.2,0.471,1.02,1.7,2.78,67.5,67.6,99.38,94.10,
741,2013,https://www.sports-reference.com//cbb/schools/chattanooga/2013.html,Chattanooga,32,0.406,0,68.8,0.464,-2.42,-8.01,-4.93,69.3,72.4,93.96,108.27,
742,2013,https://www.sports-reference.com//cbb/schools/chicago-state/2013.html,Chicago State,33,0.333,0,68.2,0.459,-7.35,-4.44,-4.92,65.2,69.0,87.06,103.00,
743,2013,https://www.sports-reference.com//cbb/schools/cincinnati/2013.html,Cincinnati,34,0.647,1,64.9,0.462,3.83,10.64,6.94,66.5,59.0,105.36,84.81,
744,2013,https://www.sports-reference.com//cbb/schools/citadel/2013.html,The Citadel,30,0.267,0,65.0,0.511,-5.54,-11.42,-5.42,64.4,73.2,93.87,118.58,
745,2013,https://www.sports-reference.com//cbb/schools/clemson/2013.html,Clemson,31,0.419,0,62.2,0.472,-3.54,9.39,4.46,61.5,60.1,100.81,91.17,
746,2013,https://www.sports-reference.com//cbb/schools/cleveland-state/2013.html,Cleveland State,32,0.438,0,65.4,0.482,-3.94,-3.39,-0.16,64.1,69.6,95.38,105.36,
747,2013,https://www.sports-reference.com//cbb/schools/coastal-carolina/2013.html,Coastal Carolina,29,0.483,0,65.6,0.479,-5.01,-0.55,-5.18,67.0,63.4,94.47,101.37,
748,2013,https://www.sports-reference.com//cbb/schools/colgate/2013.html,Colgate,32,0.344,0,66.4,0.48,-3.68,-5.05,-2.57,63.5,69.7,93.64,105.96,
749,2013,https://www.sports-reference.com//cbb/schools/college-of-charleston/2013.html,College of Charleston,35,0.686,0,63.8,0.499,-2.53,2.73,-3.83,65.6,62.2,99.42,98.34,
750,2013,https://www.sports-reference.com//cbb/schools/colorado-state/2013.html,Colorado State,35,0.743,1,64.6,0.495,9.02,4.58,5.84,72.9,63.7,116.27,94.62,
751,2013,https://www.sports-reference.com//cbb/schools/colorado/2013.html,Colorado,33,0.636,1,65.7,0.483,4.3,7.62,7.91,67.6,63.6,106.20,88.23,
752,2013,https://www.sports-reference.com//cbb/schools/columbia/2013.html,Columbia,28,0.429,0,61.3,0.484,-6.52,3.28,-3.47,62.4,60.5,98.31,102.40,
753,2013,https://www.sports-reference.com//cbb/schools/connecticut/2013.html,Connecticut,30,0.667,0,64.9,0.5,7.52,4.37,7.42,69.9,65.4,109.64,91.19,
754,2013,https://www.sports-reference.com//cbb/schools/coppin-state/2013.html,Coppin State,32,0.25,0,69.3,0.431,-5.22,-7.42,-4.19,63.6,71.2,88.77,105.75,
755,2013,https://www.sports-reference.com//cbb/schools/cornell/2013.html,Cornell,31,0.419,0,67.2,0.484,-1.84,-5.42,-2.35,65.8,69.9,96.02,106.10,
756,2013,https://www.sports-reference.com//cbb/schools/creighton/2013.html,Creighton,36,0.778,1,65.0,0.582,10.26,6.17,5.15,74.4,63.2,117.88,92.42,22
757,2013,https://www.sports-reference.com//cbb/schools/dartmouth/2013.html,Dartmouth,28,0.321,0,64.1,0.462,-7.14,-2.06,-3.16,61.4,65.9,92.87,105.60,
758,2013,https://www.sports-reference.com//cbb/schools/davidson/2013.html,Davidson,34,0.765,1,64.8,0.532,4.62,2.68,-3.43,73.2,62.1,108.92,97.04,
759,2013,https://www.sports-reference.com//cbb/schools/dayton/2013.html,Dayton,31,0.548,0,66.4,0.53,7.35,2.02,4.28,71.8,66.7,110.94,96.04,
760,2013,https://www.sports-reference.com//cbb/schools/delaware-state/2013.html,Delaware State,33,0.455,0,62.3,0.462,-9.51,-1.67,-5.89,60.5,63.5,91.86,108.25,
761,2013,https://www.sports-reference.com//cbb/schools/delaware/2013.html,Delaware,33,0.576,0,66.6,0.463,2.63,-3.39,-0.79,69.0,68.9,101.30,101.60,
762,2013,https://www.sports-reference.com//cbb/schools/denver/2013.html,Denver,32,0.688,0,59.7,0.562,-2.74,11.92,0.24,64.9,55.9,108.82,92.46,
763,2013,https://www.sports-reference.com//cbb/schools/depaul/2013.html,DePaul,32,0.344,0,71.4,0.474,9.0,-7.29,5.61,71.4,75.3,103.93,100.67,
764,2013,https://www.sports-reference.com//cbb/schools/detroit-mercy/2013.html,Detroit Mercy,33,0.606,0,70.1,0.515,11.66,-4.94,1.62,77.8,70.9,111.32,101.14,
765,2013,https://www.sports-reference.com//cbb/schools/drake/2013.html,Drake,32,0.469,0,68.5,0.528,6.83,-3.41,5.13,71.8,72.5,105.92,99.87,
766,2013,https://www.sports-reference.com//cbb/schools/drexel/2013.html,Drexel,31,0.419,0,61.4,0.467,-4.24,3.18,-0.96,63.0,63.1,99.26,99.44,
767,2013,https://www.sports-reference.com//cbb/schools/duke/2013.html,Duke,36,0.833,1,68.2,0.539,14.2,7.26,9.57,77.2,65.3,119.24,86.74,6
768,2013,https://www.sports-reference.com//cbb/schools/duquesne/2013.html,Duquesne,30,0.267,0,69.4,0.479,2.27,-6.79,3.51,67.6,75.6,98.05,103.51,
769,2013,https://www.sports-reference.com//cbb/schools/east-carolina/2013.html,East Carolina,35,0.657,0,70.0,0.519,7.37,-4.81,0.82,76.5,71.0,106.73,102.09,
770,2013,https://www.sports-reference.com//cbb/schools/east-tennessee-state/2013.html,East Tennessee State,32,0.313,0,66.1,0.464,-7.19,-4.35,-2.11,62.3,71.4,90.74,108.76,
771,2013,https://www.sports-reference.com//cbb/schools/eastern-illinois/2013.html,Eastern Illinois,32,0.344,0,60.7,0.497,-9.31,0.4,-5.08,60.4,64.2,96.71,109.60,
772,2013,https://www.sports-reference.com//cbb/schools/eastern-kentucky/2013.html,Eastern Kentucky,35,0.714,0,65.6,0.547,3.45,-1.75,-3.88,73.9,65.8,108.32,104.07,
773,2013,https://www.sports-reference.com//cbb/schools/eastern-michigan/2013.html,Eastern Michigan,34,0.471,0,61.0,0.448,-12.3,6.05,-1.25,56.6,59.1,89.33,96.38,
774,2013,https://www.sports-reference.com//cbb/schools/eastern-washington/2013.html,Eastern Washington,31,0.323,0,68.4,0.488,-1.45,-9.42,-5.58,69.2,74.5,93.41,108.14,
775,2013,https://www.sports-reference.com//cbb/schools/elon/2013.html,Elon,33,0.636,0,66.7,0.501,-2.5,-1.05,-5.16,68.9,65.0,96.00,100.58,
776,2013,https://www.sports-reference.com//cbb/schools/evansville/2013.html,Evansville,36,0.583,0,65.7,0.488,2.91,2.35,2.91,69.2,65.9,104.33,95.50,
777,2013,https://www.sports-reference.com//cbb/schools/fairfield/2013.html,Fairfield,35,0.543,0,62.0,0.477,-7.55,7.03,-1.99,60.6,59.2,94.48,94.18,
778,2013,https://www.sports-reference.com//cbb/schools/fairleigh-dickinson/2013.html,Fairleigh Dickinson,31,0.226,0,69.1,0.489,-4.64,-13.35,-4.64,65.6,79.0,89.79,114.20,
779,2013,https://www.sports-reference.com//cbb/schools/florida-am/2013.html,Florida A&M,31,0.258,0,70.2,0.442,-6.06,-10.05,-6.17,65.0,72.1,85.05,106.90,
780,2013,https://www.sports-reference.com//cbb/schools/florida-atlantic/2013.html,Florida Atlantic,32,0.438,0,66.3,0.478,-3.48,-2.36,-2.45,65.4,67.6,95.63,102.84,
781,2013,https://www.sports-reference.com//cbb/schools/florida-gulf-coast/2013.html,Florida Gulf Coast,37,0.703,1,69.5,0.521,4.25,-1.24,-1.82,72.9,66.7,101.38,96.25,
782,2013,https://www.sports-reference.com//cbb/schools/florida-international/2013.html,Florida International,32,0.563,0,69.6,0.489,1.55,-3.6,-2.08,69.1,69.0,98.36,100.62,
783,2013,https://www.sports-reference.com//cbb/schools/florida-state/2013.html,Florida State,34,0.529,0,66.3,0.499,3.76,1.95,7.26,67.0,68.6,105.65,97.12,
784,2013,https://www.sports-reference.com//cbb/schools/florida/2013.html,Florida,37,0.784,1,62.9,0.552,7.92,15.96,6.85,71.4,54.4,118.49,80.82,14
785,2013,https://www.sports-reference.com//cbb/schools/fordham/2013.html,Fordham,31,0.226,0,68.8,0.449,0.09,-6.97,4.6,64.4,75.9,97.11,105.93,
786,2013,https://www.sports-reference.com//cbb/schools/fresno-state/2013.html,Fresno State,30,0.367,0,62.1,0.448,-5.27,8.46,6.44,59.9,61.0,97.18,91.35,
787,2013,https://www.sports-reference.com//cbb/schools/furman/2013.html,Furman,31,0.226,0,64.7,0.467,-10.09,-7.33,-5.25,60.3,70.3,87.29,112.89,
788,2013,https://www.sports-reference.com//cbb/schools/gardner-webb/2013.html,Gardner-Webb,34,0.618,0,64.3,0.474,-6.4,3.23,-5.88,65.8,60.8,94.65,97.80,
789,2013,https://www.sports-reference.com//cbb/schools/george-mason/2013.html,George Mason,38,0.579,0,65.8,0.485,1.27,0.76,-0.15,68.1,65.9,100.84,96.90,
790,2013,https://www.sports-reference.com//cbb/schools/george-washington/2013.html,George Washington,30,0.433,0,68.1,0.466,0.45,3.79,3.51,66.3,65.5,98.05,90.97,
791,2013,https://www.sports-reference.com//cbb/schools/georgetown/2013.html,Georgetown,32,0.781,1,62.4,0.511,1.43,14.43,7.61,64.7,56.4,107.33,82.47,8
792,2013,https://www.sports-reference.com//cbb/schools/georgia-southern/2013.html,Georgia Southern,33,0.424,0,63.1,0.473,-8.76,-0.86,-4.98,62.1,65.1,92.49,106.32,
793,2013,https://www.sports-reference.com//cbb/schools/georgia-state/2013.html,Georgia State,31,0.484,0,64.1,0.504,-0.77,-1.24,-2.38,68.2,66.9,102.22,104.12,
794,2013,https://www.sports-reference.com//cbb/schools/georgia-tech/2013.html,Georgia Tech,31,0.516,0,66.3,0.468,-0.67,7.29,4.69,64.3,62.4,98.68,87.89,
795,2013,https://www.sports-reference.com//cbb/schools/georgia/2013.html,Georgia,32,0.469,0,62.4,0.469,-3.11,8.5,6.17,60.8,61.6,100.45,91.93,
796,2013,https://www.sports-reference.com//cbb/schools/gonzaga/2013.html,Gonzaga,35,0.914,1,65.3,0.555,11.34,9.1,4.14,77.0,59.9,118.57,87.31,1
797,2013,https://www.sports-reference.com//cbb/schools/grambling/2013.html,Grambling,28,0.0,0,65.6,0.411,-21.64,-14.23,-9.19,49.7,76.4,71.13,123.16,
798,2013,https://www.sports-reference.com//cbb/schools/green-bay/2013.html,Green Bay,34,0.529,0,64.1,0.485,-1.5,3.16,-0.28,66.1,63.0,101.20,97.50,
799,2013,https://www.sports-reference.com//cbb/schools/hampton/2013.html,Hampton,31,0.452,0,68.9,0.431,-6.08,-3.24,-7.8,62.5,64.0,84.63,97.47,
800,2013,https://www.sports-reference.com//cbb/schools/hartford/2013.html,Hartford,31,0.548,0,64.2,0.483,-9.09,3.26,-4.7,60.1,61.2,90.37,97.53,
801,2013,https://www.sports-reference.com//cbb/schools/harvard/2013.html,Harvard,30,0.667,1,63.8,0.542,2.61,1.35,0.17,68.3,64.1,106.14,99.26,
802,2013,https://www.sports-reference.com//cbb/schools/hawaii/2013.html,Hawaii,32,0.531,0,69.7,0.505,2.69,-6.06,-2.54,73.0,72.0,100.72,103.15,
803,2013,https://www.sports-reference.com//cbb/schools/high-point/2013.html,High Point,31,0.548,0,67.4,0.485,-2.38,-2.26,-7.23,71.6,66.2,97.10,102.98,
804,2013,https://www.sports-reference.com//cbb/schools/hofstra/2013.html,Hofstra,32,0.219,0,64.9,0.424,-10.08,-0.65,-1.9,58.5,66.6,86.59,101.45,
805,2013,https://www.sports-reference.com//cbb/schools/holy-cross/2013.html,Holy Cross,30,0.4,0,62.3,0.477,-6.64,0.52,-2.96,61.1,64.3,94.97,103.61,
806,2013,https://www.sports-reference.com//cbb/schools/houston-baptist/2013.html,Houston Baptist,31,0.452,0,69.6,0.455,-9.38,-5.86,-8.1,63.9,67.1,82.44,102.72,
807,2013,https://www.sports-reference.com//cbb/schools/houston/2013.html,Houston,33,0.606,0,70.1,0.515,9.44,-9.74,-3.77,78.1,73.3,105.70,105.42,
808,2013,https://www.sports-reference.com//cbb/schools/howard/2013.html,Howard,31,0.226,0,62.1,0.397,-17.11,2.7,-5.34,52.1,60.3,80.42,101.86,
809,2013,https://www.sports-reference.com//cbb/schools/idaho-state/2013.html,Idaho State,30,0.2,0,60.4,0.463,-13.83,0.75,-4.94,57.0,64.3,87.33,107.05,
810,2013,https://www.sports-reference.com//cbb/schools/idaho/2013.html,Idaho,30,0.4,0,63.3,0.529,1.92,-4.15,0.29,68.3,69.3,107.27,109.83,
811,2013,https://www.sports-reference.com//cbb/schools/illinois-chicago/2013.html,Illinois-Chicago,34,0.529,0,63.8,0.462,-4.12,2.34,-0.69,62.8,62.8,95.20,96.88,
812,2013,https://www.sports-reference.com//cbb/schools/illinois-state/2013.html,Illinois State,33,0.545,0,69.3,0.518,10.18,-0.57,3.7,74.5,68.6,109.06,94.38,
813,2013,https://www.sports-reference.com//cbb/schools/illinois/2013.html,Illinois,36,0.639,1,65.5,0.479,6.85,6.33,10.04,68.5,64.8,110.61,90.42,
814,2013,https://www.sports-reference.com//cbb/schools/indiana-state/2013.html,Indiana State,33,0.545,0,65.3,0.483,0.45,4.63,5.64,65.4,65.6,101.84,93.15,
815,2013,https://www.sports-reference.com//cbb/schools/indiana/2013.html,Indiana,36,0.806,1,67.1,0.548,16.85,8.07,8.39,78.6,62.1,121.44,84.75,4
816,2013,https://www.sports-reference.com//cbb/schools/iona/2013.html,Iona,34,0.588,1,70.5,0.521,14.63,-10.58,0.0,80.4,76.3,111.37,104.51,
817,2013,https://www.sports-reference.com//cbb/schools/iowa-state/2013.html,Iowa State,35,0.657,1,70.0,0.538,15.4,-0.89,6.13,79.4,71.0,116.63,95.00,
818,2013,https://www.sports-reference.com//cbb/schools/iowa/2013.html,Iowa,38,0.658,0,66.6,0.466,8.03,6.2,6.93,70.1,62.8,109.00,87.14,
819,2013,https://www.sports-reference.com//cbb/schools/ipfw/2013.html,Purdue-Fort Wayne,33,0.485,0,65.7,0.501,-3.31,-3.68,-5.31,67.1,66.0,93.98,103.58,
820,2013,https://www.sports-reference.com//cbb/schools/iupui/2013.html,IUPUI,32,0.188,0,66.2,0.505,-3.91,-12.01,-2.79,65.5,76.6,93.36,116.04,
821,2013,https://www.sports-reference.com//cbb/schools/jackson-state/2013.html,Jackson State,29,0.379,0,69.4,0.445,-4.85,-9.97,-9.55,66.2,71.5,89.98,109.66,
822,2013,https://www.sports-reference.com//cbb/schools/jacksonville-state/2013.html,Jacksonville State,28,0.607,0,63.8,0.5,-4.81,0.34,-4.28,66.3,64.9,97.86,103.57,
823,2013,https://www.sports-reference.com//cbb/schools/jacksonville/2013.html,Jacksonville,32,0.438,0,69.3,0.468,-1.37,-8.83,-4.47,68.2,71.9,92.10,106.14,
824,2013,https://www.sports-reference.com//cbb/schools/james-madison/2013.html,James Madison,36,0.583,1,64.1,0.476,-3.62,1.96,-2.22,65.2,64.6,97.67,98.97,
825,2013,https://www.sports-reference.com//cbb/schools/kansas-state/2013.html,Kansas State,35,0.771,1,63.6,0.495,4.18,9.36,6.54,69.0,60.4,112.34,91.47,12
826,2013,https://www.sports-reference.com//cbb/schools/kansas/2013.html,Kansas,37,0.838,1,67.8,0.533,11.67,9.12,7.55,75.2,61.9,113.80,82.99,3
827,2013,https://www.sports-reference.com//cbb/schools/kennesaw-state/2013.html,Kennesaw State,30,0.1,0,64.5,0.447,-8.46,-6.68,-4.5,61.0,71.7,88.39,110.64,
828,2013,https://www.sports-reference.com//cbb/schools/kent-state/2013.html,Kent State,35,0.6,0,65.8,0.491,4.81,-2.43,-0.82,71.0,67.8,104.77,100.16,
829,2013,https://www.sports-reference.com//cbb/schools/kentucky/2013.html,Kentucky,33,0.636,0,66.8,0.526,9.16,4.8,5.81,72.6,64.5,110.92,91.21,
830,2013,https://www.sports-reference.com//cbb/schools/la-salle/2013.html,La Salle,34,0.706,1,66.5,0.519,6.78,3.37,4.47,72.1,66.4,110.53,94.77,
831,2013,https://www.sports-reference.com//cbb/schools/lafayette/2013.html,Lafayette,34,0.559,0,65.8,0.532,0.33,-3.32,-2.35,69.1,69.0,101.77,104.52,
832,2013,https://www.sports-reference.com//cbb/schools/lamar/2013.html,Lamar,31,0.097,0,70.7,0.424,-8.96,-11.6,-3.27,60.1,77.4,81.44,109.04,
833,2013,https://www.sports-reference.com//cbb/schools/lehigh/2013.html,Lehigh,31,0.677,0,66.6,0.531,5.08,-1.11,-3.0,73.1,65.2,105.41,98.88,
834,2013,https://www.sports-reference.com//cbb/schools/liberty/2013.html,Liberty,36,0.417,1,66.6,0.493,-2.87,-6.24,-5.78,69.1,70.0,95.85,108.34,
