,season,school_url,school_name,games_played,win_pct,ncaa_tournament,pace,eff_fg_pct,srs_off,srs_def,sos,team_ppg,opp_ppg,off_rating,def_rating,rank
0,2011,https://www.sports-reference.com//cbb/schools/air-force/2011.html,Air Force,32,0.5,0,62.5,0.54,-1.94,4.65,3.31,64.8,65.1,106.44,101.45,
1,2011,https://www.sports-reference.com//cbb/schools/akron/2011.html,Akron,36,0.639,1,67.0,0.499,0.77,1.37,-1.02,70.1,65.7,101.24,96.90,
2,2011,https://www.sports-reference.com//cbb/schools/alabama-am/2011.html,Alabama A&M,28,0.464,0,71.6,0.435,-10.32,-4.86,-11.75,64.6,66.8,83.27,102.89,
3,2011,https://www.sports-reference.com//cbb/schools/alabama-birmingham/2011.html,Alabama-Birmingham,31,0.71,1,63.1,0.508,1.49,7.07,2.78,68.4,62.6,107.74,93.07,
4,2011,https://www.sports-reference.com//cbb/schools/alabama-state/2011.html,Alabama State,35,0.486,1,66.5,0.44,-11.22,-2.15,-10.31,61.3,63.8,87.47,104.82,
5,2011,https://www.sports-reference.com//cbb/schools/alabama/2011.html,Alabama,37,0.676,0,65.3,0.487,0.14,11.56,4.27,66.8,59.4,104.28,86.24,
6,2011,https://www.sports-reference.com//cbb/schools/albany-ny/2011.html,Albany (NY),32,0.5,0,61.0,0.494,-7.07,0.01,-5.96,62.9,64.0,96.92,106.23,
7,2011,https://www.sports-reference.com//cbb/schools/alcorn-state/2011.html,Alcorn State,28,0.143,0,77.6,0.404,-5.29,-17.72,-8.02,65.6,80.6,81.92,110.00,
8,2011,https://www.sports-reference.com//cbb/schools/american/2011.html,American,31,0.71,0,61.9,0.506,-5.7,2.57,-5.64,66.2,63.6,100.43,103.58,
9,2011,https://www.sports-reference.com//cbb/schools/appalachian-state/2011.html,Appalachian State,31,0.516,0,68.9,0.511,0.38,-5.19,-2.95,73.1,73.2,101.50,107.29,
10,2011,https://www.sports-reference.com//cbb/schools/arizona-state/2011.html,Arizona State,31,0.387,0,64.4,0.501,-1.63,5.93,7.2,64.0,66.9,103.55,96.95,
11,2011,https://www.sports-reference.com//cbb/schools/arizona/2011.html,Arizona,38,0.789,1,66.9,0.541,11.12,5.42,7.99,76.4,67.9,117.75,92.45,17
12,2011,https://www.sports-reference.com//cbb/schools/arkansas-little-rock/2011.html,Little Rock,36,0.528,1,65.4,0.488,-3.48,-0.85,-2.97,68.3,67.4,98.15,102.85,
13,2011,https://www.sports-reference.com//cbb/schools/arkansas-pine-bluff/2011.html,Arkansas-Pine Bluff,31,0.226,0,68.4,0.449,-11.44,-8.56,-8.03,59.7,71.6,84.24,110.41,
14,2011,https://www.sports-reference.com//cbb/schools/arkansas-state/2011.html,Arkansas State,32,0.531,0,65.6,0.481,-3.67,0.29,-3.31,68.4,64.6,98.14,101.74,
15,2011,https://www.sports-reference.com//cbb/schools/arkansas/2011.html,Arkansas,31,0.581,0,67.7,0.495,3.86,2.42,2.34,70.7,66.7,104.60,95.15,
16,2011,https://www.sports-reference.com//cbb/schools/army/2011.html,Army,30,0.367,0,68.2,0.493,-3.43,-7.29,-6.58,67.9,71.4,95.08,109.15,
17,2011,https://www.sports-reference.com//cbb/schools/auburn/2011.html,Auburn,31,0.355,0,65.7,0.442,-4.1,1.63,2.4,62.4,66.2,95.92,98.52,
18,2011,https://www.sports-reference.com//cbb/schools/austin-peay/2011.html,Austin Peay,34,0.588,0,68.6,0.506,1.56,-1.71,-3.77,73.8,67.0,100.45,99.44,
19,2011,https://www.sports-reference.com//cbb/schools/ball-state/2011.html,Ball State,32,0.594,0,64.7,0.492,-2.22,1.52,-3.4,67.6,64.0,101.49,101.39,
20,2011,https://www.sports-reference.com//cbb/schools/baylor/2011.html,Baylor,31,0.581,0,66.5,0.515,3.59,6.4,4.8,69.5,64.0,107.77,92.39,
21,2011,https://www.sports-reference.com//cbb/schools/belmont/2011.html,Belmont,35,0.857,1,69.2,0.542,9.39,3.68,-4.42,79.7,62.2,111.47,91.73,
22,2011,https://www.sports-reference.com//cbb/schools/bethune-cookman/2011.html,Bethune-Cookman,34,0.618,0,63.5,0.477,-7.7,-3.4,-8.04,65.9,65.9,95.68,111.33,
23,2011,https://www.sports-reference.com//cbb/schools/binghamton/2011.html,Binghamton,31,0.258,0,61.6,0.468,-9.58,-4.22,-5.35,60.0,68.5,92.50,112.77,
24,2011,https://www.sports-reference.com//cbb/schools/boise-state/2011.html,Boise State,35,0.629,0,68.2,0.497,5.86,-0.38,0.01,74.1,68.1,106.57,96.93,
25,2011,https://www.sports-reference.com//cbb/schools/boston-college/2011.html,Boston College,34,0.618,0,64.1,0.545,6.9,2.88,7.31,71.8,69.3,117.05,101.50,
26,2011,https://www.sports-reference.com//cbb/schools/boston-university/2011.html,Boston University,35,0.6,1,62.7,0.473,-3.87,1.39,-3.85,64.9,63.5,99.61,101.54,
27,2011,https://www.sports-reference.com//cbb/schools/bowling-green-state/2011.html,Bowling Green State,33,0.424,0,66.1,0.471,-5.95,0.01,-2.03,64.1,67.1,94.52,102.10,
28,2011,https://www.sports-reference.com//cbb/schools/bradley/2011.html,Bradley,32,0.375,0,65.9,0.473,-1.69,0.16,1.67,64.9,67.6,100.08,101.16,
29,2011,https://www.sports-reference.com//cbb/schools/brigham-young/2011.html,Brigham Young,37,0.865,1,71.1,0.518,15.83,2.82,5.76,81.4,67.9,116.20,89.26,
30,2011,https://www.sports-reference.com//cbb/schools/brown/2011.html,Brown,28,0.393,0,69.5,0.506,0.9,-8.16,-4.12,71.5,73.4,99.40,108.66,
31,2011,https://www.sports-reference.com//cbb/schools/bryant/2011.html,Bryant,30,0.3,0,66.8,0.49,-4.14,-8.84,-3.12,66.7,75.3,95.74,113.50,
32,2011,https://www.sports-reference.com//cbb/schools/bucknell/2011.html,Bucknell,34,0.735,1,66.1,0.509,-1.02,3.42,-3.87,70.2,63.9,101.70,97.00,
33,2011,https://www.sports-reference.com//cbb/schools/buffalo/2011.html,Buffalo,34,0.588,0,67.0,0.527,0.29,2.64,-2.22,70.6,64.6,102.79,97.49,
34,2011,https://www.sports-reference.com//cbb/schools/butler/2011.html,Butler,38,0.737,1,64.5,0.501,5.06,6.48,5.02,71.2,64.1,111.60,93.16,
35,2011,https://www.sports-reference.com//cbb/schools/cal-poly/2011.html,Cal Poly,30,0.5,0,61.4,0.45,-11.08,9.24,-2.39,59.3,58.9,94.76,95.98,
36,2011,https://www.sports-reference.com//cbb/schools/cal-state-bakersfield/2011.html,Cal State Bakersfield,28,0.321,0,69.6,0.45,-2.43,-9.02,-2.16,68.1,77.4,94.49,109.30,
37,2011,https://www.sports-reference.com//cbb/schools/cal-state-fullerton/2011.html,Cal State Fullerton,31,0.355,0,68.4,0.508,2.06,-9.74,-2.81,71.2,75.0,101.38,110.82,
38,2011,https://www.sports-reference.com//cbb/schools/cal-state-northridge/2011.html,Cal State Northridge,32,0.438,0,70.0,0.487,-1.37,-3.98,-1.55,69.8,71.3,97.35,103.22,
39,2011,https://www.sports-reference.com//cbb/schools/california-davis/2011.html,UC-Davis,30,0.333,0,68.0,0.534,1.19,-6.88,-1.9,71.2,73.1,99.92,107.31,
40,2011,https://www.sports-reference.com//cbb/schools/california-irvine/2011.html,UC-Irvine,32,0.406,0,72.0,0.485,5.13,-8.91,-2.36,75.3,75.6,100.10,104.68,
41,2011,https://www.sports-reference.com//cbb/schools/california-riverside/2011.html,UC-Riverside,31,0.387,0,66.6,0.47,-5.2,-3.06,-1.4,65.9,69.8,94.77,105.66,
42,2011,https://www.sports-reference.com//cbb/schools/california-santa-barbara/2011.html,UC-Santa Barbara,32,0.563,1,65.2,0.523,-1.32,2.53,0.12,67.8,65.8,101.63,98.71,
43,2011,https://www.sports-reference.com//cbb/schools/california/2011.html,University of California,33,0.545,0,68.5,0.508,8.39,1.05,9.17,72.5,72.2,109.50,94.65,
44,2011,https://www.sports-reference.com//cbb/schools/campbell/2011.html,Campbell,31,0.387,0,65.6,0.49,-5.65,-1.02,-4.27,65.5,67.5,95.60,104.18,
45,2011,https://www.sports-reference.com//cbb/schools/canisius/2011.html,Canisius,30,0.5,0,67.3,0.491,-2.4,-0.52,-3.55,68.1,67.5,99.51,102.05,
46,2011,https://www.sports-reference.com//cbb/schools/centenary-la/2011.html,Centenary (LA),30,0.033,0,70.8,0.44,-13.38,-11.83,-2.85,59.2,80.7,79.20,113.21,
47,2011,https://www.sports-reference.com//cbb/schools/central-arkansas/2011.html,Central Arkansas,29,0.172,0,72.3,0.466,-6.19,-12.97,-5.39,68.4,76.4,87.83,112.34,
48,2011,https://www.sports-reference.com//cbb/schools/central-connecticut-state/2011.html,Central Connecticut State,31,0.613,0,67.6,0.479,-1.75,-0.19,-5.97,70.0,66.0,97.48,99.38,
49,2011,https://www.sports-reference.com//cbb/schools/central-florida/2011.html,Central Florida,33,0.636,0,65.3,0.512,0.57,5.68,1.97,68.8,63.0,104.71,94.22,
50,2011,https://www.sports-reference.com//cbb/schools/central-michigan/2011.html,Central Michigan,31,0.323,0,64.8,0.43,-10.38,2.37,-2.41,59.4,64.7,89.16,99.95,
51,2011,https://www.sports-reference.com//cbb/schools/charleston-southern/2011.html,Charleston Southern,32,0.5,0,69.0,0.502,-1.31,-3.55,-4.57,73.8,68.7,99.19,105.21,
52,2011,https://www.sports-reference.com//cbb/schools/charlotte/2011.html,Charlotte,30,0.333,0,65.5,0.476,-0.22,-2.32,1.89,66.6,71.0,99.63,102.18,
53,2011,https://www.sports-reference.com//cbb/schools/chattanooga/2011.html,Chattanooga,32,0.5,0,70.8,0.491,-1.03,-8.41,-2.67,71.1,74.4,95.16,106.81,
54,2011,https://www.sports-reference.com//cbb/schools/chicago-state/2011.html,Chicago State,32,0.188,0,74.7,0.439,-6.89,-20.82,-4.88,66.5,86.6,83.70,118.41,
55,2011,https://www.sports-reference.com//cbb/schools/cincinnati/2011.html,Cincinnati,35,0.743,1,63.6,0.494,3.69,11.72,6.1,68.9,59.6,111.41,87.63,
56,2011,https://www.sports-reference.com//cbb/schools/citadel/2011.html,The Citadel,32,0.313,0,64.4,0.472,-7.17,-2.67,-2.84,64.0,69.9,96.73,109.92,
57,2011,https://www.sports-reference.com//cbb/schools/clemson/2011.html,Clemson,34,0.647,1,65.1,0.503,3.37,10.39,6.58,68.5,61.4,108.91,87.23,
58,2011,https://www.sports-reference.com//cbb/schools/cleveland-state/2011.html,Cleveland State,36,0.75,0,66.5,0.494,2.55,5.04,1.74,71.0,63.6,107.09,94.54,
59,2011,https://www.sports-reference.com//cbb/schools/coastal-carolina/2011.html,Coastal Carolina,34,0.824,0,68.0,0.528,1.7,0.65,-5.15,76.4,64.1,103.35,99.22,
60,2011,https://www.sports-reference.com//cbb/schools/colgate/2011.html,Colgate,30,0.233,0,68.0,0.469,-6.13,-9.67,-5.03,64.9,75.7,90.96,112.36,
61,2011,https://www.sports-reference.com//cbb/schools/college-of-charleston/2011.html,College of Charleston,37,0.703,0,67.6,0.548,7.21,-1.03,-1.05,76.2,69.0,111.37,100.94,
62,2011,https://www.sports-reference.com//cbb/schools/colorado-state/2011.html,Colorado State,32,0.594,0,67.5,0.522,4.76,2.73,5.26,71.2,67.7,107.83,95.67,
63,2011,https://www.sports-reference.com//cbb/schools/colorado/2011.html,Colorado,38,0.632,0,69.1,0.524,12.55,-1.1,5.61,79.6,73.3,117.74,100.10,
64,2011,https://www.sports-reference.com//cbb/schools/columbia/2011.html,Columbia,28,0.536,0,68.1,0.476,-0.51,-4.72,-4.81,70.8,71.0,97.70,104.22,
65,2011,https://www.sports-reference.com//cbb/schools/connecticut/2011.html,Connecticut,41,0.78,1,65.1,0.482,9.23,8.72,10.44,72.4,64.9,115.08,87.63,
66,2011,https://www.sports-reference.com//cbb/schools/coppin-state/2011.html,Coppin State,30,0.533,0,69.8,0.495,-0.34,-8.36,-7.66,72.5,72.3,95.71,107.59,
67,2011,https://www.sports-reference.com//cbb/schools/cornell/2011.html,Cornell,28,0.357,0,66.0,0.496,-0.25,-3.35,-1.6,68.1,70.1,101.10,105.24,
68,2011,https://www.sports-reference.com//cbb/schools/creighton/2011.html,Creighton,39,0.59,0,63.5,0.529,2.43,2.45,1.41,68.8,65.4,109.10,100.15,
69,2011,https://www.sports-reference.com//cbb/schools/dartmouth/2011.html,Dartmouth,28,0.179,0,66.2,0.442,-10.85,-4.01,-3.39,59.5,71.0,87.37,107.95,
70,2011,https://www.sports-reference.com//cbb/schools/davidson/2011.html,Davidson,33,0.545,0,68.2,0.502,1.29,-1.68,-2.17,72.5,68.7,101.95,100.73,
71,2011,https://www.sports-reference.com//cbb/schools/dayton/2011.html,Dayton,36,0.611,0,65.9,0.468,1.01,3.86,3.2,67.0,65.4,103.55,95.22,
72,2011,https://www.sports-reference.com//cbb/schools/delaware-state/2011.html,Delaware State,30,0.3,0,61.3,0.493,-11.22,-0.96,-6.39,62.5,65.6,95.61,112.96,
73,2011,https://www.sports-reference.com//cbb/schools/delaware/2011.html,Delaware,31,0.452,0,62.9,0.473,-4.89,1.11,-0.11,62.9,66.6,97.75,101.61,
74,2011,https://www.sports-reference.com//cbb/schools/denver/2011.html,Denver,30,0.433,0,58.6,0.542,-11.16,7.12,-3.48,60.0,60.6,98.12,102.40,
75,2011,https://www.sports-reference.com//cbb/schools/depaul/2011.html,DePaul,31,0.226,0,68.9,0.471,3.78,-5.09,7.53,67.9,76.7,102.49,103.19,
76,2011,https://www.sports-reference.com//cbb/schools/detroit-mercy/2011.html,Detroit Mercy,33,0.515,0,70.5,0.509,6.77,-4.89,0.91,74.5,72.6,104.42,100.94,
77,2011,https://www.sports-reference.com//cbb/schools/drake/2011.html,Drake,31,0.419,0,65.4,0.49,-2.69,0.13,0.76,64.4,67.7,99.55,101.91,
78,2011,https://www.sports-reference.com//cbb/schools/drexel/2011.html,Drexel,31,0.677,0,63.4,0.458,-5.06,9.08,-0.01,63.7,59.7,98.16,90.15,
79,2011,https://www.sports-reference.com//cbb/schools/duke/2011.html,Duke,37,0.865,1,70.2,0.537,16.55,7.95,8.32,80.9,64.7,120.54,85.03,3
80,2011,https://www.sports-reference.com//cbb/schools/duquesne/2011.html,Duquesne,32,0.594,0,71.3,0.525,9.58,0.75,1.49,77.9,68.0,107.40,92.06,
81,2011,https://www.sports-reference.com//cbb/schools/east-carolina/2011.html,East Carolina,34,0.529,0,65.8,0.5,0.93,0.74,2.99,68.2,67.3,103.69,100.03,
82,2011,https://www.sports-reference.com//cbb/schools/east-tennessee-state/2011.html,East Tennessee State,36,0.667,0,66.0,0.503,-1.41,3.49,-2.12,69.9,64.4,101.67,97.34,
83,2011,https://www.sports-reference.com//cbb/schools/eastern-illinois/2011.html,Eastern Illinois,29,0.31,0,63.7,0.46,-10.95,-0.46,-4.89,60.3,64.7,89.80,105.71,
84,2011,https://www.sports-reference.com//cbb/schools/eastern-kentucky/2011.html,Eastern Kentucky,31,0.484,0,62.4,0.524,-7.04,-0.3,-6.48,66.0,63.1,99.26,108.34,
85,2011,https://www.sports-reference.com//cbb/schools/eastern-michigan/2011.html,Eastern Michigan,31,0.29,0,67.3,0.452,-9.53,0.43,-3.11,61.5,65.5,87.57,99.02,
86,2011,https://www.sports-reference.com//cbb/schools/eastern-washington/2011.html,Eastern Washington,30,0.333,0,66.6,0.48,-5.44,-3.07,-2.22,67.4,70.6,95.32,106.19,
87,2011,https://www.sports-reference.com//cbb/schools/elon/2011.html,Elon,31,0.452,0,70.3,0.508,1.03,-7.57,-3.32,74.2,74.2,101.25,109.15,
88,2011,https://www.sports-reference.com//cbb/schools/evansville/2011.html,Evansville,32,0.5,0,66.1,0.496,-0.72,0.42,1.8,66.3,67.1,101.14,100.25,
89,2011,https://www.sports-reference.com//cbb/schools/fairfield/2011.html,Fairfield,33,0.758,0,65.8,0.472,-4.4,7.33,-3.91,65.2,58.3,96.50,90.83,
90,2011,https://www.sports-reference.com//cbb/schools/fairleigh-dickinson/2011.html,Fairleigh Dickinson,29,0.172,0,67.3,0.444,-6.55,-6.79,-5.0,64.3,72.7,89.94,108.49,
91,2011,https://www.sports-reference.com//cbb/schools/florida-am/2011.html,Florida A&M,32,0.375,0,68.7,0.453,-10.1,-6.72,-8.71,64.2,68.6,84.21,106.78,
92,2011,https://www.sports-reference.com//cbb/schools/florida-atlantic/2011.html,Florida Atlantic,32,0.656,0,64.7,0.492,-3.82,1.41,-2.61,68.5,66.8,99.48,101.95,
93,2011,https://www.sports-reference.com//cbb/schools/florida-gulf-coast/2011.html,Florida Gulf Coast,30,0.333,0,69.2,0.454,-4.3,-5.97,-3.11,65.7,72.8,91.15,104.28,
94,2011,https://www.sports-reference.com//cbb/schools/florida-international/2011.html,Florida International,30,0.367,0,69.4,0.488,0.81,-10.14,-4.23,71.7,75.4,97.89,109.74,
95,2011,https://www.sports-reference.com//cbb/schools/florida-state/2011.html,Florida State,34,0.676,1,69.3,0.49,3.52,9.97,6.45,69.1,62.0,103.30,83.53,
96,2011,https://www.sports-reference.com//cbb/schools/florida/2011.html,Florida,37,0.784,1,63.9,0.521,7.74,8.53,7.57,72.1,63.4,115.22,90.16,15
97,2011,https://www.sports-reference.com//cbb/schools/fordham/2011.html,Fordham,28,0.25,0,67.9,0.452,-4.0,-4.77,1.01,64.1,73.9,95.61,106.95,
98,2011,https://www.sports-reference.com//cbb/schools/fresno-state/2011.html,Fresno State,31,0.452,0,67.6,0.48,-1.33,1.08,0.58,67.6,67.4,99.95,99.57,
99,2011,https://www.sports-reference.com//cbb/schools/furman/2011.html,Furman,33,0.667,0,63.6,0.516,-2.43,2.07,-3.65,68.8,64.4,102.67,101.90,
100,2011,https://www.sports-reference.com//cbb/schools/gardner-webb/2011.html,Gardner-Webb,32,0.344,0,65.9,0.469,-9.09,-0.13,-2.72,62.0,66.5,91.12,103.63,
101,2011,https://www.sports-reference.com//cbb/schools/george-mason/2011.html,George Mason,34,0.794,1,64.3,0.532,6.01,5.65,1.37,72.8,62.5,111.59,92.62,
102,2011,https://www.sports-reference.com//cbb/schools/george-washington/2011.html,George Washington,31,0.548,0,64.7,0.468,-3.45,3.35,0.36,64.9,65.3,99.82,99.26,
103,2011,https://www.sports-reference.com//cbb/schools/georgetown/2011.html,Georgetown,32,0.656,1,64.8,0.541,7.15,7.47,10.39,70.6,66.3,114.21,92.09,
104,2011,https://www.sports-reference.com//cbb/schools/georgia-southern/2011.html,Georgia Southern,32,0.156,0,69.5,0.491,-8.7,-7.19,-3.13,65.3,75.7,88.33,109.27,
105,2011,https://www.sports-reference.com//cbb/schools/georgia-state/2011.html,Georgia State,31,0.387,0,63.6,0.475,-7.22,3.08,-1.92,61.9,64.1,92.86,98.06,
106,2011,https://www.sports-reference.com//cbb/schools/georgia-tech/2011.html,Georgia Tech,31,0.419,0,69.2,0.457,2.64,3.78,5.68,67.8,67.1,101.49,91.54,
107,2011,https://www.sports-reference.com//cbb/schools/georgia/2011.html,Georgia,33,0.636,1,64.6,0.495,3.47,6.97,6.13,68.7,64.4,107.97,91.34,
108,2011,https://www.sports-reference.com//cbb/schools/gonzaga/2011.html,Gonzaga,35,0.714,1,68.4,0.531,8.59,5.27,4.01,76.7,65.9,111.51,90.52,
109,2011,https://www.sports-reference.com//cbb/schools/grambling/2011.html,Grambling,33,0.364,0,69.1,0.425,-11.99,-6.46,-10.45,60.5,68.5,82.33,105.51,
110,2011,https://www.sports-reference.com//cbb/schools/green-bay/2011.html,Green Bay,32,0.438,0,65.6,0.479,-0.13,-0.08,2.18,67.3,68.4,102.27,101.36,
111,2011,https://www.sports-reference.com//cbb/schools/hampton/2011.html,Hampton,33,0.727,1,67.3,0.463,-6.55,1.35,-8.77,66.6,62.7,90.69,97.24,
112,2011,https://www.sports-reference.com//cbb/schools/hartford/2011.html,Hartford,31,0.355,0,63.5,0.458,-9.94,-0.1,-5.55,59.9,64.4,89.12,103.10,
113,2011,https://www.sports-reference.com//cbb/schools/harvard/2011.html,Harvard,30,0.767,0,63.9,0.543,2.3,2.58,-1.19,71.5,64.4,108.97,99.82,
114,2011,https://www.sports-reference.com//cbb/schools/hawaii/2011.html,Hawaii,32,0.594,0,68.6,0.508,-0.21,0.72,-0.87,69.3,67.2,99.62,97.57,
115,2011,https://www.sports-reference.com//cbb/schools/high-point/2011.html,High Point,31,0.387,0,68.5,0.462,-6.09,-6.73,-4.47,66.1,72.6,90.95,108.74,
116,2011,https://www.sports-reference.com//cbb/schools/hofstra/2011.html,Hofstra,33,0.636,0,64.8,0.5,2.43,-2.46,0.13,70.8,69.7,105.39,104.06,
117,2011,https://www.sports-reference.com//cbb/schools/holy-cross/2011.html,Holy Cross,29,0.276,0,66.0,0.486,-3.37,-3.01,-4.55,67.2,69.0,97.50,105.70,
118,2011,https://www.sports-reference.com//cbb/schools/houston-baptist/2011.html,Houston Baptist,31,0.161,0,73.3,0.454,-5.12,-13.28,-8.72,69.0,78.4,87.60,111.26,
119,2011,https://www.sports-reference.com//cbb/schools/houston/2011.html,Houston,30,0.4,0,66.4,0.515,0.23,-2.94,0.55,68.7,69.7,100.13,103.01,
120,2011,https://www.sports-reference.com//cbb/schools/howard/2011.html,Howard,30,0.2,0,66.0,0.424,-13.24,-5.56,-7.3,58.4,69.9,84.01,110.52,
121,2011,https://www.sports-reference.com//cbb/schools/idaho-state/2011.html,Idaho State,29,0.31,0,64.9,0.457,-6.12,-4.64,-1.87,64.8,72.3,93.81,108.97,
122,2011,https://www.sports-reference.com//cbb/schools/idaho/2011.html,Idaho,32,0.563,0,65.4,0.523,-1.39,1.59,-0.64,67.9,66.7,103.09,100.86,
123,2011,https://www.sports-reference.com//cbb/schools/illinois-chicago/2011.html,Illinois-Chicago,31,0.226,0,65.6,0.467,-5.65,-0.66,1.98,62.7,69.4,94.29,102.53,
124,2011,https://www.sports-reference.com//cbb/schools/illinois-state/2011.html,Illinois State,31,0.387,0,62.4,0.473,-6.66,3.29,-0.66,61.1,63.8,95.62,99.56,
125,2011,https://www.sports-reference.com//cbb/schools/illinois/2011.html,Illinois,34,0.588,1,66.2,0.529,7.98,8.74,11.11,71.0,65.4,113.89,88.43,
126,2011,https://www.sports-reference.com//cbb/schools/indiana-state/2011.html,Indiana State,34,0.588,1,64.8,0.494,-0.19,3.6,2.9,66.3,64.5,101.36,94.27,
127,2011,https://www.sports-reference.com//cbb/schools/indiana/2011.html,Indiana,32,0.375,0,65.3,0.516,5.58,3.45,7.65,69.6,68.2,110.42,96.64,
128,2011,https://www.sports-reference.com//cbb/schools/iona/2011.html,Iona,37,0.676,0,69.5,0.544,10.12,-3.11,-2.26,79.0,69.7,111.37,100.18,
129,2011,https://www.sports-reference.com//cbb/schools/iowa-state/2011.html,Iowa State,32,0.5,0,70.7,0.506,8.15,0.71,4.55,74.8,70.5,107.99,93.70,
130,2011,https://www.sports-reference.com//cbb/schools/iowa/2011.html,Iowa,31,0.355,0,67.1,0.481,3.63,4.32,8.79,67.2,68.1,105.02,92.29,
131,2011,https://www.sports-reference.com//cbb/schools/ipfw/2011.html,Purdue-Fort Wayne,30,0.6,0,67.6,0.529,0.28,-2.45,-5.17,74.3,70.1,102.72,104.56,
132,2011,https://www.sports-reference.com//cbb/schools/iupui/2011.html,IUPUI,33,0.576,0,63.2,0.529,-0.2,0.59,-0.84,71.6,69.2,108.32,106.35,
133,2011,https://www.sports-reference.com//cbb/schools/jackson-state/2011.html,Jackson State,32,0.531,0,66.3,0.474,-8.76,-1.67,-10.86,65.5,62.8,91.63,105.09,
134,2011,https://www.sports-reference.com//cbb/schools/jacksonville-state/2011.html,Jacksonville State,30,0.167,0,62.8,0.481,-10.75,-0.41,-5.41,60.9,65.8,91.24,106.69,
135,2011,https://www.sports-reference.com//cbb/schools/jacksonville/2011.html,Jacksonville,32,0.625,0,68.2,0.461,-1.99,0.57,-3.68,68.0,65.4,95.47,96.46,
136,2011,https://www.sports-reference.com//cbb/schools/james-madison/2011.html,James Madison,33,0.636,0,66.9,0.513,4.08,-1.14,-0.03,71.4,68.4,106.17,100.48,
137,2011,https://www.sports-reference.com//cbb/schools/kansas-state/2011.html,Kansas State,34,0.676,1,68.8,0.499,7.55,7.04,8.41,72.9,66.1,110.43,88.65,21
138,2011,https://www.sports-reference.com//cbb/schools/kansas/2011.html,Kansas,38,0.921,1,69.7,0.57,15.48,8.62,7.62,81.2,64.7,121.00,85.67,2
139,2011,https://www.sports-reference.com//cbb/schools/kennesaw-state/2011.html,Kennesaw State,31,0.258,0,66.0,0.467,-5.8,-8.26,-3.29,65.1,74.8,94.25,113.70,
140,2011,https://www.sports-reference.com//cbb/schools/kent-state/2011.html,Kent State,37,0.676,0,67.2,0.487,2.36,1.29,0.04,71.0,66.8,102.98,96.62,
141,2011,https://www.sports-reference.com//cbb/schools/kentucky/2011.html,Kentucky,38,0.763,1,66.2,0.523,10.67,9.64,8.91,74.9,63.5,118.41,87.58,11
142,2011,https://www.sports-reference.com//cbb/schools/la-salle/2011.html,La Salle,33,0.455,0,71.8,0.496,9.73,-9.81,1.7,76.8,78.6,104.51,103.38,
143,2011,https://www.sports-reference.com//cbb/schools/lafayette/2011.html,Lafayette,32,0.406,0,66.7,0.499,-1.78,-5.48,-4.19,69.9,72.2,98.50,107.61,
144,2011,https://www.sports-reference.com//cbb/schools/lamar/2011.html,Lamar,30,0.433,0,77.4,0.491,5.1,-11.78,-5.96,82.1,76.0,97.65,105.87,
145,2011,https://www.sports-reference.com//cbb/schools/lehigh/2011.html,Lehigh,31,0.516,0,71.1,0.465,3.27,-7.34,-5.69,73.6,72.0,98.04,103.12,
146,2011,https://www.sports-reference.com//cbb/schools/liberty/2011.html,Liberty,32,0.594,0,66.9,0.472,-5.52,-0.1,-4.86,67.7,65.6,94.14,101.50,
147,2011,https://www.sports-reference.com//cbb/schools/lipscomb/2011.html,Lipscomb,30,0.567,0,71.8,0.51,5.61,-6.57,-2.65,76.2,73.8,103.94,104.10,
148,2011,https://www.sports-reference.com//cbb/schools/long-beach-state/2011.html,Cal State Long Beach,34,0.647,0,70.2,0.503,4.94,-1.16,1.69,73.2,70.5,104.59,97.75,
149,2011,https://www.sports-reference.com//cbb/schools/long-island-university/2011.html,Long Island University,33,0.818,1,75.3,0.519,11.47,-9.24,-5.77,82.7,74.7,105.15,101.96,
150,2011,https://www.sports-reference.com//cbb/schools/longwood/2011.html,Longwood,31,0.387,0,73.4,0.518,0.9,-16.92,-3.62,76.3,82.3,98.04,118.40,
151,2011,https://www.sports-reference.com//cbb/schools/louisiana-lafayette/2011.html,Louisiana,29,0.483,0,69.5,0.482,-0.69,-4.76,-4.19,70.9,71.3,95.74,102.30,
152,2011,https://www.sports-reference.com//cbb/schools/louisiana-monroe/2011.html,Louisiana-Monroe,31,0.226,0,63.8,0.466,-11.2,-3.07,-3.96,60.0,68.6,91.06,111.64,
153,2011,https://www.sports-reference.com//cbb/schools/louisiana-state/2011.html,Louisiana State,32,0.344,0,65.9,0.45,-5.18,3.1,2.26,62.2,66.6,94.63,96.40,
154,2011,https://www.sports-reference.com//cbb/schools/louisiana-tech/2011.html,Louisiana Tech,32,0.375,0,68.6,0.475,-6.25,0.26,-0.99,64.1,67.9,92.27,99.46,
155,2011,https://www.sports-reference.com//cbb/schools/louisville/2011.html,Louisville,35,0.714,1,67.8,0.526,10.42,8.18,8.2,74.9,64.5,113.18,85.59,14
156,2011,https://www.sports-reference.com//cbb/schools/loyola-il/2011.html,Loyola (IL),31,0.516,0,65.6,0.485,0.6,1.13,-1.1,69.5,66.6,104.24,100.02,
157,2011,https://www.sports-reference.com//cbb/schools/loyola-marymount/2011.html,Loyola Marymount,32,0.344,0,68.8,0.472,0.5,-3.3,0.27,70.8,72.3,99.34,101.73,
