,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,D.J. Jones,2022,https://www.sports-reference.com//cbb/schools/florida-am/2022.html,F,6-9,200,senior,16,16,5,27.3,.485,.000,0.1,.500,1.3,1.9,3.9,0.6,0.5,1.0,2.0,3.5,8.9,11.5,.488,.485,.015,7.7,16.5,4.9,20.5,.047,-6.4,24,2,2,3,11,5.406882188470542,0.7806247497997998,0.7071067811865476,1.118033988749895,2.7271780286589284,undrafted
1,Jackson Johnson,2018,https://www.sports-reference.com//cbb/schools/tulane/2018.html,G,5-10,165,sophomore,3,0,2,1.3,,,0.0,.500,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,15.8,.526,,,0.0,56.6,0.0,12.0,.149,-2.8,1,0,0,0,1,0.4714045207910317,0.0,0.0,0.0,0.4714045207910317,undrafted
2,Bernard Woodside,2017,https://www.sports-reference.com//cbb/schools/tulane/2017.html,G,6-1,185,freshman,3,0,1,0.7,,,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,,,52.7,0.0,0.0,0.0,.152,7.6,0,0,0,0,1,0.0,0.0,0.0,0.0,0.4714045207910317,undrafted
3,Jaleel Wheeler,2018,https://www.sports-reference.com//cbb/schools/tulsa/2018.html,G,6-4,195,sophomore,31,12,19,18.3,.422,.133,0.5,.623,2.0,1.1,2.5,0.7,0.4,0.2,1.1,1.7,4.5,9.6,.476,.431,.129,6.9,14.6,7.9,16.1,.065,-1.0,13,4,3,1,9,3.1606319261718427,1.0766657592437834,0.661093597803845,0.39507899077148034,2.378362398860227,undrafted
4,Martins Igbanu,2020,https://www.sports-reference.com//cbb/schools/tulsa/2020.html,F,6-8,235,senior,31,12,21,26.6,.561,.333,0.3,.691,6.3,1.5,3.5,0.8,0.5,0.3,2.1,2.2,13.6,21.8,.610,.567,.036,7.2,14.8,7.8,26.3,.181,3.3,30,4,2,3,11,7.421738747448593,0.9536609999415796,0.7111421833886646,0.6321263852343686,2.507844093622814,undrafted
5,Will Magnay,2017,https://www.sports-reference.com//cbb/schools/tulsa/2017.html,F,6-10,234,freshman,32,12,15,14.0,.578,.000,0.0,.571,1.5,1.0,1.9,0.3,0.1,0.9,1.0,1.9,3.9,12.7,.583,.578,.012,8.9,15.9,4.1,16.0,.079,-0.2,13,2,1,4,13,3.3980693047670467,0.4831132760543846,0.24206145913796356,1.0711960313126632,3.0257682392245444,undrafted (NBA)
6,Lawson Korita,2020,https://www.sports-reference.com//cbb/schools/tulsa/2020.html,G,6-5,205,senior,30,24,21,25.5,.398,.366,3.7,.731,1.7,0.3,2.4,1.0,0.9,0.1,1.1,1.0,7.0,11.8,.553,.521,.675,1.3,10.8,7.7,15.4,.109,3.1,20,3,3,1,6,5.075978285567774,0.9826268648655783,1.011599393699568,0.24944382578492943,1.676305461424021,undrafted
7,Travis Atson,2021,https://www.sports-reference.com//cbb/schools/st-francis-ny/2021.html,F,6-5,208,senior,19,17,9,30.2,.509,.397,4.1,.825,2.1,1.7,5.0,2.0,1.4,0.2,2.2,2.3,14.8,21.8,.605,.582,.364,6.2,18.7,12.8,22.5,.139,1.0,24,5,3,1,12,5.264210421073678,1.2139539573337679,0.7405919620773836,0.36464227527765836,2.672316268376022,undrafted
8,Geno Artison,2018,https://www.sports-reference.com//cbb/schools/tulsa/2018.html,F,6-9,202,sophomore,30,0,19,11.1,.315,.231,1.3,.733,0.5,0.6,1.7,0.4,0.3,0.3,0.2,0.7,2.2,10.0,.412,.377,.534,5.9,15.9,6.2,13.2,.080,1.3,10,2,2,1,8,2.8213471959331766,0.6046119049072352,0.5859465277082314,0.44221663871405326,2.124199195513976,undrafted
9,Joseph Battle,2017,https://www.sports-reference.com//cbb/schools/tulsa/2017.html,G,6-3,181,freshman,13,0,4,3.9,.333,.333,0.2,1.000,0.2,0.2,0.5,0.0,0.0,0.0,0.2,0.5,1.0,3.3,.408,.367,.200,7.2,13.5,0.0,19.2,-.003,-7.9,4,0,0,0,4,1.5191090506254998,0.0,0.0,0.0,1.1357556200179537,undrafted
