,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Connor Perkey,2017,https://www.sports-reference.com//cbb/schools/davidson/2017.html,F,6-8,195,senior,2,1,1,0.5,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,.014,-4.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,undrafted
1,Dyshawn Pierre,2016,https://www.sports-reference.com//cbb/schools/dayton/2016.html,F,6-6,210,senior,22,20,16,33.2,.445,.347,3.4,.846,3.5,2.5,6.0,2.3,0.6,0.2,1.7,2.1,12.6,18.5,.565,.507,.359,8.6,19.5,13.7,19.8,.169,5.2,26,6,3,1,14,5.523054610576013,1.3545149477955765,0.8344345341220828,0.38569460791993493,2.856050558619092,undrafted
2,Jalen Robinson ,2015,https://www.sports-reference.com//cbb/schools/dayton/2015.html,F,6-9,243,junior,9,0,7,15.3,.289,.125,0.9,.500,1.3,1.2,1.2,0.8,0.7,0.2,0.7,1.1,3.2,8.1,.332,.303,.211,10.5,9.5,10.5,20.2,.039,-0.3,8,2,3,1,5,2.1487866228681907,0.6285393610547089,0.9428090415820634,0.41573970964154905,1.7069212773041351,undrafted
3,Khari Price,2017,https://www.sports-reference.com//cbb/schools/southern-mississippi/2017.html,G,5-9,170,senior,5,5,3,32.2,.295,.227,4.4,.929,2.8,0.8,2.2,4.2,0.8,0.0,2.4,3.6,8.8,8.4,.434,.352,.500,2.8,8.0,27.9,20.6,.023,-6.6,20,6,2,0,5,6.305553108173779,0.9797958971132712,0.7483314773547883,0.0,1.8973665961010275,undrafted
4,Devon Scott,2015,https://www.sports-reference.com//cbb/schools/dayton/2015.html,F,6-9,215,junior,9,9,7,27.7,.636,,0.0,.619,4.7,2.3,5.1,0.8,0.4,0.4,1.7,2.2,9.1,18.6,.641,.636,.000,11.1,22.1,6.3,17.8,.173,4.2,15,2,1,2,12,3.7548322774924,0.628539361054709,0.4969039949999533,0.8314794192830981,3.0951973949298046,undrafted
5,Albert Thomas,2014,https://www.sports-reference.com//cbb/schools/delaware-state/2014.html,G,5-10,160,sophomore,28,28,9,26.0,.368,.333,0.8,.629,1.3,0.8,1.5,2.5,0.6,0.0,1.5,1.7,3.8,6.7,.436,.401,.198,3.8,7.0,20.1,12.7,.022,-6.6,9,6,3,0,7,3.0828276842230813,1.6583123951777,0.7717922423205111,0.0,1.863656160807107,undrafted
6,Miles Bowman,2017,https://www.sports-reference.com//cbb/schools/high-point/2017.html,F,6-6,215,junior,30,29,15,26.7,.511,.493,2.3,.901,4.0,2.4,5.8,0.7,0.5,0.7,1.4,2.0,14.1,27.3,.638,.573,.252,10.8,25.7,6.4,24.4,.223,3.9,24,2,3,3,14,6.177108277071616,0.7371114795831993,0.7187952884282609,0.8299933065325821,3.2525203902341473,undrafted
7,Chris Lewis,2014,https://www.sports-reference.com//cbb/schools/delaware-state/2014.html,G,5-11,165,sophomore,5,0,1,5.6,.600,.667,0.6,.600,1.0,0.0,0.0,0.8,0.4,0.0,0.6,0.6,2.2,19.5,.746,.800,.600,0.0,0.0,33.6,20.9,.143,4.7,6,3,1,0,0,2.7129319932501073,1.1661903789690602,0.48989794855663565,0.0,0.0,undrafted
8,Cahli Thomas,2016,https://www.sports-reference.com//cbb/schools/delaware-state/2016.html,G,6-1,180,junior,23,2,7,10.3,.263,.222,1.2,.857,0.6,0.1,0.8,1.0,0.2,0.0,0.7,0.9,1.7,4.5,.426,.342,.711,0.9,8.5,19.9,13.3,-.004,-9.5,12,4,2,0,2,2.8377684994922996,1.2675982380098478,0.5070392952039391,0.0,0.8497747950300897,undrafted
9,Nick Doyle,2014,https://www.sports-reference.com//cbb/schools/delaware-state/2014.html,G,6-4,195,sophomore,27,1,8,10.0,.351,.190,0.8,.571,0.5,0.1,0.7,0.9,0.1,0.0,0.7,0.6,2.4,4.4,.397,.378,.284,1.4,8.2,19.5,20.7,-.026,-9.2,10,3,1,0,6,3.03251696154944,1.0075163339804032,0.2618914004394621,0.0,1.3425606637327303,undrafted
10,Scott Sill,2016,https://www.sports-reference.com//cbb/schools/delaware-state/2016.html,F,6-9,215,senior,15,6,4,16.4,.354,.271,3.2,.250,0.3,0.8,2.2,0.2,0.2,0.1,0.7,1.3,4.7,8.0,.433,.437,.608,5.2,14.9,2.8,18.9,.013,-8.2,12,2,2,1,7,3.359894178227774,0.5416025603090641,0.5416025603090641,0.3399346342395189,1.6733200530681511,undrafted
11,Terrell Rogers,2013,https://www.sports-reference.com//cbb/schools/delaware/2013.html,G,5-8,160,freshman,27,5,14,14.8,.267,.239,1.7,.833,1.1,0.3,1.0,1.2,0.3,0.0,1.1,1.6,3.6,4.5,.376,.315,.397,2.0,7.6,16.0,20.7,-.018,-7.0,14,4,4,0,4,3.7232815886999084,1.3343617433075423,0.8164965809277259,0.0,1.0747124539664377,undrafted
12,Marvin King-Davis,2016,https://www.sports-reference.com//cbb/schools/delaware/2016.html,F,6-7,230,senior,29,29,7,32.3,.445,.000,0.1,.741,5.6,3.1,5.9,1.1,0.3,0.6,1.5,2.9,14.8,20.1,.506,.445,.006,10.4,19.9,8.5,25.6,.102,-0.7,29,3,2,3,18,6.3358256981273655,0.907099754342476,0.5811137774604387,0.7200211385455553,3.3884464818036544,undrafted
13,Troy Thomas,2013,https://www.sports-reference.com//cbb/schools/delaware/2013.html,G,6-3,175,freshman,2,0,1,1.0,,,0.0,1.000,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,90.2,1.053,,,0.0,0.0,0.0,24.3,.946,62.4,2,0,1,0,0,1.0,0.0,0.5,0.0,0.0,undrafted
14,Thomas Allshouse,2015,https://www.sports-reference.com//cbb/schools/delaware/2015.html,F,6-7,235,junior,3,0,0,1.3,,,0.0,,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.6,,,,0.0,27.8,0.0,0.0,.033,-5.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.4714045207910317,undrafted
15,Jalen Love,2015,https://www.sports-reference.com//cbb/schools/denver/2015.html,G,6-2,165,junior,25,24,10,31.9,.395,.329,3.2,.853,1.4,0.3,1.9,2.7,1.3,0.0,1.1,2.6,7.0,11.7,.520,.480,.520,1.4,9.1,18.1,15.7,.071,-2.3,18,7,3,1,6,4.874423042781577,1.8048822676285565,0.8726969691708572,0.19595917942265428,1.5491933384829668,undrafted
16,Nate Engesser,2016,https://www.sports-reference.com//cbb/schools/denver/2016.html,G,6-3,185,senior,31,3,16,21.2,.518,.429,4.1,.836,2.2,0.3,2.0,1.2,0.5,0.1,1.1,1.3,11.1,23.3,.667,.637,.558,2.0,13.2,14.9,26.1,.166,3.6,26,4,3,1,6,7.476219670522975,1.0601081758164506,0.756518670939263,0.3352356401746214,1.5068349308550533,undrafted
17,Marcus Byrd,2016,https://www.sports-reference.com//cbb/schools/denver/2016.html,F,6-7,215,senior,31,31,16,27.7,.494,.411,4.0,.795,1.4,0.5,3.3,1.5,0.6,0.7,1.3,3.0,10.8,17.4,.613,.595,.490,2.4,16.7,13.3,21.5,.122,0.7,28,8,3,3,8,5.781487553827962,1.433942630380185,0.742636415046538,0.8571180810055756,2.2100894365110504,undrafted
18,Bryant Rucker,2016,https://www.sports-reference.com//cbb/schools/denver/2016.html,G,6-0,185,senior,31,19,16,16.4,.514,.438,1.5,.795,1.4,0.1,1.0,1.5,0.5,0.0,1.0,1.0,5.4,15.3,.647,.610,.440,0.6,8.5,20.7,18.6,.110,-0.5,17,8,3,1,5,5.222619498151918,1.7389460608959424,0.8374680635965914,0.17668469596940847,1.2164327506428905,undrafted
19,Dom Samac,2014,https://www.sports-reference.com//cbb/schools/denver/2014.html,F,6-9,200,sophomore,17,11,7,12.6,.500,.350,1.2,.700,0.6,0.4,1.1,0.5,0.3,0.1,0.4,1.5,3.4,12.7,.595,.580,.455,3.9,12.8,9.1,15.4,.094,-1.5,12,2,2,1,4,3.236897998164142,0.605625302411,0.5703152773430975,0.23529411764705885,1.3770235189081914,undrafted
20,Charles Webb,2014,https://www.sports-reference.com//cbb/schools/denver/2014.html,G,5-2,165,sophomore,6,0,5,1.2,.000,,0.0,.500,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.7,0.2,-31.5,.072,.000,.000,39.6,20.7,0.0,59.9,-.512,-62.2,1,0,0,0,1,0.372677996249965,0.0,0.0,0.0,0.5,undrafted
21,Jake Logan,2013,https://www.sports-reference.com//cbb/schools/denver/2013.html,C,6-8,220,freshman,10,0,10,3.3,.000,.000,0.2,.333,0.3,0.0,0.4,0.3,0.0,0.2,0.3,0.5,0.1,-2.3,.146,.000,1.000,0.0,18.6,15.8,11.8,-.055,-9.3,1,1,0,1,2,0.30000000000000004,0.45825756949558394,0.0,0.4000000000000001,0.66332495807108,undrafted
22,Durrell McDonald,2015,https://www.sports-reference.com//cbb/schools/depaul/2015.html,G,6-2,173,junior,32,21,12,23.9,.381,.304,2.2,.714,0.7,0.4,2.4,2.3,1.4,0.2,1.3,2.4,4.3,10.0,.479,.459,.515,2.1,12.2,18.0,12.7,.041,0.8,12,9,5,1,7,3.2445868381043526,2.1213203435596424,1.4523687548277813,0.41339864235384227,1.7981652976019753,undrafted
