,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Nicolas Elame,2022,https://www.sports-reference.com//cbb/schools/texas-arlington/2022.html,G,6-3,185,junior,13,5,6,21.0,.414,.286,2.2,.545,1.7,1.2,1.9,1.6,1.3,0.0,1.3,2.4,7.8,13.9,.466,.455,.283,5.9,9.0,16.7,23.3,.093,-2.2,17,5,4,0,9,4.865042554105198,1.5461347109416754,1.135755620017954,0.0,2.4639411350841485,undrafted
1,Coleman Sparling,2020,https://www.sports-reference.com//cbb/schools/texas-arlington/2020.html,F,6-7,215,freshman,27,6,13,12.3,.512,.308,0.5,.778,0.3,0.7,1.0,0.5,0.4,0.2,0.3,1.4,2.0,10.3,.585,.561,.317,6.2,8.4,7.1,8.2,.103,1.6,6,2,2,1,5,2.0088965366400915,0.6869347033700521,0.624159242457508,0.38844772154450063,1.539600717839002,undrafted
2,Davis Steelman,2021,https://www.sports-reference.com//cbb/schools/texas-arlington/2021.html,G,6-3,185,sophomore,26,8,13,15.4,.390,.324,1.3,.625,0.3,1.1,2.0,0.9,0.8,0.0,0.8,1.7,2.9,10.7,.470,.461,.442,7.3,14.5,10.5,12.1,.088,-2.8,11,5,4,1,8,2.644632836564782,1.071414482860317,1.0986812966989,0.1923076923076923,2.3483596188421147,undrafted
3,Mckade Marquis,2021,https://www.sports-reference.com//cbb/schools/texas-arlington/2021.html,G,6-1,195,sophomore,13,0,6,4.9,.500,.462,1.0,,0.0,0.0,0.4,0.4,0.3,0.1,0.1,0.1,1.5,19.3,.714,.714,.929,0.0,8.5,14.5,11.2,.178,-10.0,12,3,2,1,3,3.225270045113327,0.8355984993230934,0.6056929133855238,0.26646935501059654,0.8355984993230934,undrafted
4,PJ Fuller,2022,https://www.sports-reference.com//cbb/schools/washington/2022.html,G,6-4,175,junior,15,0,8,21.2,.410,.308,3.5,.688,2.1,0.3,1.3,1.1,1.1,0.4,1.6,2.5,8.3,12.2,.516,.486,.495,1.3,7.5,10.8,21.9,.075,0.1,21,4,3,2,4,5.470730197047637,1.236482466066094,0.9568466729604882,0.7118052168020875,1.254325848148452,undrafted
5,Francisco Farabello,2022,https://www.sports-reference.com//cbb/schools/texas-christian/2022.html,G,6-4,183,junior,14,4,12,18.7,.314,.318,3.1,.895,1.4,0.2,2.4,1.2,0.4,0.0,0.5,0.9,4.5,11.0,.525,.451,.863,1.2,14.6,10.9,12.3,.152,2.2,9,3,2,0,7,3.0879951887453267,0.7726181304565691,0.7284313590846835,0.0,1.9126325484279834,undrafted
6,Diante Smith,2022,https://www.sports-reference.com//cbb/schools/south-alabama/2022.html,F,6-7,200,junior,15,4,10,29.9,.383,.348,4.4,.652,1.5,0.8,3.4,1.3,1.3,0.5,1.6,1.7,8.0,11.2,.509,.491,.617,3.1,12.7,7.1,15.5,.121,-0.6,16,5,4,2,7,4.633213427705081,1.18133634311129,1.07496769977314,0.7180219742846006,2.0066555924389884,undrafted
7,Dylan Arnette,2021,https://www.sports-reference.com//cbb/schools/texas-christian/2021.html,G,6-3,185,junior,2,0,0,0.5,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-.007,-1.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,undrafted
8,Anthonu Lucenti,2020,https://www.sports-reference.com//cbb/schools/texas-christian/2020.html,G,6-3,210,freshman,4,0,4,0.8,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-22.0,,,,0.0,0.0,0.0,17.4,-.343,-34.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,undrafted
9,Deon Stroud,2022,https://www.sports-reference.com//cbb/schools/fresno-state/2022.html,G,6-5,200,junior,15,0,11,17.9,.344,.200,2.3,.854,2.7,0.5,1.7,1.2,0.8,0.1,0.9,1.5,7.1,15.4,.471,.382,.376,3.3,12.3,14.0,26.0,.154,2.2,14,4,3,1,10,4.024370206076419,1.1661903789690602,0.9797958971132713,0.339934634239519,2.343786110832926,undrafted
