,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Austin Weiher,2018,https://www.sports-reference.com//cbb/schools/southern-illinois/2018.html,F,6-8,205,senior,13,0,6,2.8,.200,.000,0.1,1.000,0.2,0.0,0.3,0.1,0.0,0.0,0.2,0.5,0.5,-4.9,.274,.200,.100,0.0,13.3,4.9,19.1,-.086,-12.5,4,1,0,0,2,1.1512791959304434,0.26646935501059654,0.0,0.0,0.6056929133855238,undrafted
1,Rasham Suarez,2015,https://www.sports-reference.com//cbb/schools/southern-mississippi/2015.html,G,6-3,205,freshman,18,18,6,30.6,.391,.390,4.3,.609,1.3,0.3,2.9,3.6,0.8,0.1,2.5,2.2,7.4,10.4,.532,.522,.670,1.2,12.1,26.5,17.4,.036,-5.1,16,8,3,1,6,4.91282021542981,1.9476164603286783,0.9574271077563381,0.2290614236454256,1.4740554623801778,undrafted
2,Shadell Millinghaus,2017,https://www.sports-reference.com//cbb/schools/texas-tech/2017.html,G,6-0,194,junior,31,5,17,13.0,.462,.143,0.9,.627,1.6,0.6,1.5,0.8,0.7,0.1,0.8,1.1,3.9,15.1,.520,.484,.301,6.5,14.7,12.0,19.0,.113,2.3,20,4,4,1,7,4.717404178700794,1.029229427970569,0.9900651131111489,0.29565004483586066,2.181179548951867,undrafted
3,Davon Hayes,2017,https://www.sports-reference.com//cbb/schools/southeastern-louisiana/2017.html,G,6-7,190,junior,32,29,16,25.7,.395,.359,4.8,.753,2.9,0.8,2.9,1.7,0.8,0.2,2.3,1.9,12.1,14.5,.514,.477,.461,3.8,13.4,14.4,26.9,.107,-1.6,29,5,3,2,9,7.059388141864704,1.230710541719701,1.0034121473751452,0.4831132760543846,1.980125864055111,undrafted
4,Keljin Blevins,2019,https://www.sports-reference.com//cbb/schools/montana-state/2019.html,G,6-6,200,senior,31,31,14,28.4,.429,.284,2.4,.624,3.0,1.5,4.5,1.6,0.7,0.3,2.1,2.2,11.8,13.5,.484,.461,.222,5.8,18.8,11.2,24.9,.039,-6.0,27,5,3,2,15,6.312862841283787,1.4068362895068727,0.7606339433904256,0.5059479723018749,2.8438370116818312,undrafted (NBA)
5,Michael O'Donnell,2016,https://www.sports-reference.com//cbb/schools/southern-mississippi/2016.html,F,6-6,188,sophomore,19,6,3,20.6,.430,.429,2.2,.545,1.2,1.1,2.1,1.0,0.4,0.4,1.1,2.5,5.2,10.5,.548,.544,.532,6.2,12.4,11.2,15.5,.060,-4.7,16,3,2,3,13,4.9552009667115025,0.9733285267845752,0.581334790378277,0.7405919620773836,3.0653094270654817,undrafted
6,Kevin Holland,2019,https://www.sports-reference.com//cbb/schools/southern-mississippi/2019.html,G,6-1,187,senior,33,32,20,23.8,.427,.442,2.9,.846,0.4,0.2,1.6,1.2,1.0,0.1,0.6,1.3,4.8,10.7,.611,.597,.766,0.9,7.3,8.6,10.1,.108,1.4,16,5,3,1,5,3.9654152249589307,1.1554955130265223,0.8876253645985945,0.3263736246748184,1.4090094469772931,undrafted
7,Eddie Davis,2020,https://www.sports-reference.com//cbb/schools/citadel/2020.html,F,6-7,255,senior,20,14,6,19.4,.414,.300,2.5,.789,1.9,1.7,4.0,1.1,0.5,0.5,2.4,2.5,8.1,13.3,.509,.468,.357,9.9,22.6,10.9,25.3,.040,-6.7,17,4,2,3,14,4.727314248069405,1.023474474522936,0.6689544080129827,0.7399324293474372,3.2905166767545793,undrafted
8,James McGee,2018,https://www.sports-reference.com//cbb/schools/southern-utah/2018.html,G,6-2,190,senior,31,29,12,29.9,.392,.383,4.3,.759,2.7,0.2,1.8,2.4,0.8,0.3,1.0,2.1,8.7,12.0,.566,.520,.668,0.9,7.2,14.6,14.3,.079,-1.6,25,6,3,3,7,6.238245971358258,1.540301469201719,0.9192133450822586,0.6204962600539143,1.5644329874815666,undrafted
9,Tyler Rawson,2018,https://www.sports-reference.com//cbb/schools/utah/2018.html,F,6-9,215,senior,35,35,23,31.2,.448,.373,4.8,.774,2.4,1.1,5.7,3.7,0.7,0.9,1.9,2.0,10.9,18.7,.592,.560,.601,4.6,20.1,23.1,19.1,.156,7.7,25,8,3,4,15,4.9520146384670385,2.096839215075288,0.7079720967636495,0.9372125409632415,2.775402158761347,undrafted
10,Travon Langston,2016,https://www.sports-reference.com//cbb/schools/southern-utah/2016.html,G,6-3,195,sophomore,27,16,6,24.9,.481,.265,1.8,.718,4.3,0.5,4.3,1.9,0.9,0.1,2.3,2.6,11.3,17.5,.562,.512,.227,2.3,21.4,17.4,26.3,.058,-4.3,21,6,3,1,13,4.850310320389989,1.5567496226930977,0.9056230237932833,0.3499271061118826,3.239582991556733,undrafted
11,Chris Thompson,2016,https://www.sports-reference.com//cbb/schools/southern-utah/2016.html,F,6-7,210,sophomore,28,1,5,12.7,.325,.308,2.3,.741,1.0,0.3,2.1,0.5,0.2,0.1,0.8,0.7,4.2,9.3,.444,.408,.542,3.0,20.3,7.7,23.2,-.024,-6.2,16,2,2,3,8,4.1474029522719,0.7249584841940909,0.5666095422467236,0.677478713944431,2.141820710795798,undrafted
12,Sherron Wilson,2017,https://www.sports-reference.com//cbb/schools/jackson-state/2017.html,F,6-6,205,junior,20,2,8,10.6,.239,.238,1.1,.500,0.2,0.7,1.0,0.5,0.2,0.1,0.4,1.4,1.5,2.6,.303,.293,.457,6.4,11.3,8.4,13.4,.009,-8.8,7,2,1,1,6,2.060946384552495,0.6689544080129827,0.4000000000000001,0.21794494717703367,1.6552945357246849,undrafted
13,Austin Waddoups,2015,https://www.sports-reference.com//cbb/schools/southern-utah/2015.html,G,6-2,160,freshman,16,1,2,8.3,.370,.438,1.0,.400,0.3,0.1,0.8,0.7,0.0,0.1,0.4,1.1,1.8,6.6,.494,.500,.593,0.9,11.7,15.9,14.2,.027,-5.6,8,3,0,1,4,2.7207248574598646,0.9164298936634487,0.0,0.24206145913796356,1.165922381636102,undrafted
14,Kyler Neilson,2015,https://www.sports-reference.com//cbb/schools/southern-utah/2015.html,F,6-6,180,freshman,4,0,1,4.3,.600,.333,0.8,1.000,0.5,0.0,0.3,0.5,0.3,0.0,0.0,0.5,2.3,31.0,.756,.700,.600,0.0,7.0,27.9,18.5,.291,20.1,7,1,1,0,1,2.8613807855648994,0.5,0.4330127018922193,0.0,0.4330127018922193,undrafted
15,Jared Sam,2018,https://www.sports-reference.com//cbb/schools/southern/2018.html,F,6-9,210,senior,33,32,15,33.5,.437,1.000,0.0,.767,7.2,3.1,5.7,1.3,0.8,0.8,2.3,2.0,16.2,20.7,.518,.438,.002,9.6,18.7,9.3,25.9,.138,-0.8,27,3,3,4,15,5.576086946793439,0.9744203145947593,0.8570991287109666,0.9221287305880569,3.5398816600454035,undrafted
16,Chris Thomas,2018,https://www.sports-reference.com//cbb/schools/southern/2018.html,G,6-4,190,senior,31,22,14,22.2,.378,.241,1.7,.500,2.0,1.1,2.5,0.6,0.3,0.3,0.9,2.0,6.0,8.2,.428,.412,.287,5.1,12.2,5.7,17.2,.045,-6.7,15,3,1,2,9,4.14261877591707,0.7482202261124645,0.46746376600611095,0.5320136291119562,2.5882951130216143,undrafted
17,Thomas Pierre-Louis,2016,https://www.sports-reference.com//cbb/schools/southern/2016.html,F,6-9,210,sophomore,10,0,7,4.6,.429,,0.0,.000,0.1,0.3,0.2,0.0,0.2,0.4,0.1,0.1,0.6,10.9,.401,.429,.000,7.2,4.7,0.0,9.2,.063,-4.9,4,0,2,4,3,1.2806248474865698,0.0,0.6000000000000001,1.2000000000000002,1.02469507659596,undrafted
18,Elex Carter,2015,https://www.sports-reference.com//cbb/schools/southern/2015.html,F,6-7,190,freshman,10,0,7,5.5,.400,,0.0,.500,0.2,1.0,1.1,0.0,0.0,0.5,0.8,1.4,0.9,6.0,.411,.400,.000,20.6,21.8,0.0,17.8,.006,-10.1,3,0,0,2,8,1.1357816691600549,0.0,0.0,0.6708203932499369,2.211334438749598,undrafted
19,Rashad Andrews,2018,https://www.sports-reference.com//cbb/schools/southern/2018.html,G,6-5,190,senior,3,0,1,2.3,.000,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,.000,.000,.000,0.0,0.0,0.0,6.9,-.079,-8.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,undrafted
20,LaQuentin Collins,2019,https://www.sports-reference.com//cbb/schools/southern/2019.html,G,6-3,200,senior,1,0,0,18.0,.000,.000,1.0,.000,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-5.2,.000,.000,1.000,0.0,0.0,0.0,8.4,-.122,-8.2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,undrafted
21,Jaylen Adams,2018,https://www.sports-reference.com//cbb/schools/st-bonaventure/2018.html,G,6-1,180,senior,28,27,22,37.0,.437,.436,6.1,.851,6.5,0.4,3.0,5.2,1.5,0.3,3.1,2.9,19.1,21.9,.614,.544,.491,1.4,9.1,28.6,25.5,.182,6.8,44,9,6,1,9,9.61152316498381,2.4979583500065305,1.4511606895650033,0.4330127018922193,1.8962234217797551,undrafted (NBA)
22,Iakeem Alston,2015,https://www.sports-reference.com//cbb/schools/st-bonaventure/2015.html,G,6-2,175,freshman,29,5,16,10.6,.358,.143,0.2,.513,1.3,0.2,0.8,1.4,0.7,0.0,1.0,0.9,2.4,8.8,.403,.366,.104,1.9,9.0,26.9,19.5,.027,-2.8,11,4,3,0,5,2.821271333666588,1.354079580418749,0.7998216210167725,0.0,1.259447059844805,undrafted
23,Idris Taqqee,2018,https://www.sports-reference.com//cbb/schools/st-bonaventure/2018.html,G,6-4,190,senior,34,33,26,28.4,.436,.333,0.5,.576,1.7,1.9,3.4,1.5,1.1,0.7,0.7,2.7,5.4,12.4,.476,.454,.110,7.7,13.6,9.5,11.2,.109,3.2,13,6,4,3,13,3.350876557323791,1.288758958835685,1.1149347894720512,0.8156132131683557,3.3633738622139857,undrafted
24,Jalen Adams,2015,https://www.sports-reference.com//cbb/schools/st-bonaventure/2015.html,G,,185,freshman,14,0,9,4.4,.348,.273,0.8,.714,0.5,0.0,0.1,0.2,0.2,0.0,0.1,0.4,1.7,11.6,.456,.413,.478,0.0,1.9,10.6,23.6,.090,-2.6,11,1,1,0,1,3.325841921949377,0.410325903324145,0.41032590332414504,0.0,0.25753937681885636,undrafted
25,Opeyemi Olomo,2015,https://www.sports-reference.com//cbb/schools/st-bonaventure/2015.html,G,5-11,175,freshman,2,0,1,0.5,.000,.000,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-155.5,.000,.000,1.000,0.0,0.0,0.0,100.0,-2.405,-110.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,undrafted
26,Jordan Tyson,2019,https://www.sports-reference.com//cbb/schools/georgia-state/2019.html,F,6-9,220,senior,34,8,24,12.2,.508,,0.0,.650,1.2,0.8,1.8,0.1,0.3,0.8,0.5,2.5,2.5,10.9,.551,.508,.000,7.2,15.5,1.6,11.7,.091,-3.8,11,1,2,3,9,2.7357684598196435,0.32218973970892123,0.5269550843284976,0.9003075214714099,2.2127344557416504,undrafted
27,Tyreek Jewell,2016,https://www.sports-reference.com//cbb/schools/st-francis-ny/2016.html,G,6-1,180,sophomore,32,32,15,32.8,.385,.294,4.8,.659,4.0,2.0,3.6,2.1,1.0,0.3,2.0,2.0,12.9,15.3,.482,.447,.418,6.5,12.3,15.3,23.7,.106,-1.5,29,5,4,2,11,6.173279112432873,1.4439393815184902,0.8472151069828724,0.5590169943749475,2.8932842497756766,undrafted
28,Chris Hooper,2016,https://www.sports-reference.com//cbb/schools/st-francis-ny/2016.html,F,6-6,230,sophomore,32,11,15,21.3,.578,.000,0.1,.571,4.4,1.9,3.2,1.5,1.0,1.3,2.4,3.0,11.3,25.2,.583,.578,.008,9.6,16.7,20.5,28.8,.161,3.5,22,5,3,4,9,4.901769450922799,1.346291201783626,0.9180269263480239,1.2103072956898178,2.3040385738958453,undrafted
29,Glenn Sanabria,2019,https://www.sports-reference.com//cbb/schools/st-francis-ny/2019.html,G,5-11,180,senior,33,33,17,30.8,.382,.348,5.5,.593,2.8,0.8,2.3,2.6,1.4,0.4,1.7,2.2,12.3,14.4,.482,.466,.480,2.8,8.5,17.1,23.2,.098,-2.0,25,6,4,3,6,5.7169218634057355,1.4342011595393007,1.253827931247103,0.6428243465332251,1.4090094469772934,undrafted
30,Antonio Jenifer,2016,https://www.sports-reference.com//cbb/schools/st-francis-ny/2016.html,F,6-7,215,sophomore,32,22,15,24.4,.407,.283,3.1,.722,2.8,1.8,4.4,1.0,0.6,0.7,1.5,2.8,8.3,15.5,.520,.472,.463,7.7,20.5,9.6,19.9,.122,-2.9,24,3,2,3,15,6.1522829858110395,0.9837547649185746,0.6584783595532961,0.909477013178453,3.7536440627741996,undrafted
31,Gunnar Olafsson,2018,https://www.sports-reference.com//cbb/schools/st-francis-ny/2018.html,G,6-3,195,senior,18,2,7,10.6,.583,.200,0.3,.500,0.2,0.9,1.2,0.3,0.2,0.0,0.4,1.1,3.3,14.5,.591,.594,.104,9.5,14.0,6.7,15.0,.099,-3.1,9,2,1,0,8,2.704020783030657,0.5773502691896258,0.37267799624996495,0.0,2.4324199198877374,undrafted
32,Amar Alibegovic,2018,https://www.sports-reference.com//cbb/schools/st-johns-ny/2018.html,F,6-9,230,senior,27,2,11,11.6,.271,.205,1.4,.571,0.3,0.3,0.9,0.1,0.3,0.4,0.4,1.7,1.6,2.0,.353,.339,.661,2.8,9.0,1.6,12.0,-.002,-3.8,9,1,1,2,6,2.540751538687777,0.3142696805273545,0.438228132081453,0.6809176411426012,1.547598697464902,undrafted
33,Myles Stewart,2015,https://www.sports-reference.com//cbb/schools/st-johns-ny/2015.html,G,6-5,180,freshman,20,1,11,4.8,.303,.296,1.4,,0.0,0.1,0.4,0.1,0.1,0.2,0.2,0.5,1.4,7.1,.424,.424,.818,1.2,7.6,4.0,19.3,.028,-1.5,9,1,1,3,2,2.3108440016582685,0.30000000000000004,0.30000000000000004,0.6538348415311012,0.66332495807108,undrafted
