,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Jackson Ames,2022,https://www.sports-reference.com//cbb/schools/miami-oh/2022.html,C,6-11,240,sophomore,7,0,5,8.7,.154,,0.0,.750,1.7,0.7,2.0,0.1,0.1,0.9,0.7,1.1,1.9,8.6,.348,.154,.000,9.4,24.9,2.5,19.7,.031,-8.0,6,1,1,2,5,2.4159335036125373,0.3499271061118826,0.3499271061118826,0.8329931278350429,1.385051387833237,undrafted
1,Luka Eller,2022,https://www.sports-reference.com//cbb/schools/miami-oh/2022.html,F,6-7,220,sophomore,8,0,6,8.5,.750,.000,0.1,.667,1.1,0.5,1.4,0.1,0.1,0.3,0.0,0.6,1.5,14.6,.725,.750,.250,6.7,17.5,2.3,6.2,.159,-1.7,4,1,1,1,7,1.4142135623730951,0.33071891388307384,0.33071891388307384,0.4330127018922193,2.1469455046647083,undrafted
2,Bryson Tatum,2021,https://www.sports-reference.com//cbb/schools/miami-oh/2021.html,G,6-4,186,freshman,5,0,3,3.0,.000,.000,0.2,.800,1.0,0.2,0.6,0.0,0.0,0.0,0.2,0.4,0.8,7.6,.457,.000,.500,7.6,23.2,0.0,18.6,.051,-8.0,4,0,0,0,2,1.6000000000000003,0.0,0.0,0.0,0.7483314773547883,undrafted
3,A.J. Hoggard,2022,https://www.sports-reference.com//cbb/schools/michigan-state/2022.html,G,6-3,220,sophomore,17,0,14,18.7,.442,.286,0.8,.564,2.3,0.3,1.5,4.5,0.6,0.6,2.5,1.5,6.5,14.1,.484,.463,.147,1.9,8.0,45.5,24.3,.099,1.9,17,8,2,2,4,3.83662914332243,1.6844495368560415,0.7624400821656306,0.6910200073218077,1.554099389837989,undrafted
4,Mady Sissoko,2022,https://www.sports-reference.com//cbb/schools/michigan-state/2022.html,C,6-9,235,sophomore,15,0,12,5.1,.545,,0.0,.333,0.8,0.2,1.1,0.0,0.0,0.5,0.3,1.0,1.1,7.9,.479,.545,.000,4.8,22.7,0.0,14.2,.068,-3.1,4,0,0,2,4,1.3399834161494522,0.0,0.0,0.7180219742846006,1.1352924243950933,undrafted
5,Davis Smith,2022,https://www.sports-reference.com//cbb/schools/michigan-state/2022.html,G,6-1,185,sophomore,7,0,6,1.9,.000,,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,-2.9,.000,.000,.000,0.0,0.0,11.6,3.8,.012,-5.3,0,1,0,0,0,0.0,0.3499271061118826,0.0,0.0,0.0,undrafted
6,Hunter Dickinson,2022,https://www.sports-reference.com//cbb/schools/michigan/2022.html,C,7-1,255,sophomore,14,14,8,30.8,.601,.316,1.4,.688,2.3,2.6,5.9,2.2,0.6,1.1,1.9,2.3,16.4,27.9,.628,.619,.113,10.2,21.3,16.0,25.0,.228,9.5,27,6,3,4,14,6.499607523472758,1.6552328894652095,0.9793792286287207,1.0996288798814753,2.5842932164465062,undrafted
7,Terrance Williams,2022,https://www.sports-reference.com//cbb/schools/michigan/2022.html,F,6-7,240,sophomore,14,1,8,16.6,.414,.346,1.9,.722,1.3,0.8,2.3,0.6,0.1,0.1,0.5,1.4,5.0,12.4,.526,.491,.448,5.8,15.2,6.6,16.2,.122,1.7,22,3,1,1,7,6.0592314458424275,1.0424656799518877,0.34992710611188266,0.25753937681885636,2.186461123573424,undrafted
8,Zeb Jackson,2022,https://www.sports-reference.com//cbb/schools/michigan/2022.html,G,6-5,180,sophomore,4,0,3,8.8,.500,.500,1.5,,0.0,0.0,1.5,0.5,0.0,0.3,0.8,0.5,3.3,13.7,.650,.650,.600,0.0,18.9,10.5,19.0,.104,2.6,8,1,0,1,5,3.418698582794336,0.5,0.0,0.4330127018922193,2.0615528128088303,undrafted
9,Jace Howard,2022,https://www.sports-reference.com//cbb/schools/michigan/2022.html,G,6-7,210,sophomore,6,0,3,7.2,.400,.200,0.8,1.000,0.3,0.5,0.5,0.3,0.3,0.2,0.3,1.2,1.8,11.9,.502,.450,.500,8.5,7.7,7.9,15.4,.116,4.4,5,1,1,1,2,1.6749792701868151,0.4714045207910317,0.4714045207910317,0.37267799624996495,0.816496580927726,undrafted
