,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Ethan Alvano,2016,https://www.sports-reference.com//cbb/schools/eastern-michigan/2016.html,G,6-1,170,sophomore,21,0,11,8.5,.286,.056,0.9,.735,1.6,0.1,0.6,0.8,0.8,0.0,0.5,1.0,2.8,11.4,.402,.295,.321,1.8,7.7,16.7,22.1,.056,-5.3,13,4,3,0,3,3.3080675110396967,1.1799534946060826,1.0190921218587,0.0,0.9712418121129114,undrafted
1,Mike Samuels,2015,https://www.sports-reference.com//cbb/schools/eastern-michigan/2015.html,C,6-11,285,freshman,34,23,20,11.3,.533,,0.0,.643,1.2,1.2,2.3,0.2,0.4,0.4,0.8,2.8,2.7,13.5,.569,.533,.000,12.1,22.3,3.7,14.2,.139,-3.7,12,2,2,2,11,3.122221948579853,0.4715064571141588,0.7714633558002355,0.6941425718356439,2.9224403226492695,undrafted
2,Jordan Martin,2016,https://www.sports-reference.com//cbb/schools/eastern-michigan/2016.html,G,6-3,195,sophomore,16,1,10,6.4,.346,.000,0.1,.529,1.1,0.8,1.2,0.2,0.3,0.3,0.3,1.2,1.7,13.5,.396,.346,.038,14.0,19.9,5.2,17.8,.093,-1.8,6,1,3,2,8,1.7929985359726315,0.3903123748998999,0.7680128579652817,0.5590169943749475,2.0,undrafted
3,Bogdan Bliznyuk,2018,https://www.sports-reference.com//cbb/schools/eastern-washington/2018.html,F,6-6,215,senior,35,35,20,35.1,.528,.398,3.2,.902,5.3,0.9,5.9,3.9,0.8,0.3,3.4,2.4,21.2,25.8,.629,.573,.225,3.3,19.7,24.9,30.2,.191,4.9,40,10,3,2,15,8.813903673128252,2.4885041814761912,0.8446711713768276,0.5642405045180429,3.0500585474474327,undrafted
4,Sir Washington,2018,https://www.sports-reference.com//cbb/schools/eastern-washington/2018.html,G,6-3,180,senior,34,8,20,23.0,.375,.296,2.1,.613,2.2,0.5,2.4,1.6,0.7,0.1,1.1,2.2,6.4,9.5,.460,.428,.355,2.5,12.5,12.4,18.3,.056,-2.9,15,4,3,1,7,3.733904326906536,1.1118269512609293,0.7561741254224965,0.32218973970892123,1.7551210291571404,undrafted
5,Kyle Reid,2016,https://www.sports-reference.com//cbb/schools/eastern-washington/2016.html,F,6-8,215,sophomore,28,1,17,5.3,.650,,0.0,.524,0.8,0.4,0.7,0.2,0.3,0.2,0.1,1.3,1.3,15.4,.617,.650,.000,9.5,16.1,5.4,11.1,.141,-5.1,10,3,2,2,4,2.507895694865823,0.6008072800450258,0.6338656910463875,0.46702488680792925,1.1561724325884748,undrafted
6,Elijah Bryant,2018,https://www.sports-reference.com//cbb/schools/brigham-young/2018.html,G,6-4,225,senior,35,34,24,34.7,.494,.415,5.9,.850,4.9,0.5,5.9,2.3,1.3,0.5,2.3,2.4,18.2,23.1,.647,.598,.501,1.7,20.6,13.8,25.1,.190,7.3,29,9,4,3,15,7.093198812084368,1.967905755168293,1.1794152823171595,0.6904597699196898,2.985133231224909,undrafted (NBA)
7,Dmitri Thompson,2018,https://www.sports-reference.com//cbb/schools/elon/2018.html,G,6-4,195,senior,32,30,14,31.7,.454,.383,4.0,.755,3.2,1.2,4.2,2.3,0.7,0.2,1.6,1.7,12.3,16.7,.574,.538,.437,4.2,14.2,14.0,20.3,.107,-0.5,27,5,2,1,11,5.777110004145672,1.1726039399558574,0.7680128579652817,0.3903123748998999,2.544717260817005,undrafted
8,Collin Luther,2018,https://www.sports-reference.com//cbb/schools/elon/2018.html,F,6-6,210,senior,15,3,7,5.1,.375,.000,0.3,.000,0.2,0.3,0.7,0.4,0.2,0.0,0.1,0.7,0.4,6.7,.318,.375,.500,7.5,14.0,13.0,7.8,.045,-6.2,2,3,3,0,7,0.8000000000000002,0.8,0.7483314773547881,0.0,1.8973665961010275,undrafted
9,Jack Anton,2018,https://www.sports-reference.com//cbb/schools/elon/2018.html,F,6-8,230,senior,11,1,5,4.9,.571,.333,0.3,.571,0.6,0.3,0.5,0.1,0.0,0.0,0.0,0.5,1.2,12.3,.630,.643,.429,6.4,12.0,3.3,10.1,.111,-5.7,6,1,0,0,4,1.945539505366609,0.2874797872880344,0.0,0.0,1.3360853142453697,undrafted
10,Taylor Stafford,2015,https://www.sports-reference.com//cbb/schools/evansville/2015.html,G,6-1,170,freshman,29,0,20,6.6,.372,.333,1.0,.700,0.3,0.1,0.5,0.4,0.1,0.0,0.1,0.4,1.7,11.5,.513,.488,.698,2.8,8.6,12.7,14.3,.108,1.1,9,5,1,0,2,2.58781559162672,1.002968246361999,0.3448275862068965,0.0,0.715049701838887,undrafted
11,Tyler Nelson,2018,https://www.sports-reference.com//cbb/schools/fairfield/2018.html,G,6-3,185,senior,33,33,17,36.5,.420,.353,8.9,.880,5.8,0.5,3.6,3.3,1.4,0.1,2.5,1.7,22.2,21.9,.574,.516,.539,1.6,11.4,19.7,29.5,.150,3.5,35,7,5,1,11,6.952019743383695,1.6267958219963088,1.2014683394908492,0.28747978728803447,2.34138712388871,undrafted
