,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Charlie Yoder,2022,https://www.sports-reference.com//cbb/schools/incarnate-word/2022.html,G,6-4,185,sophomore,1,0,0,14.0,.000,,0.0,.750,4.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,16.0,.306,.000,.000,8.6,26.8,24.8,22.0,.029,0.5,3,2,1,1,4,0.0,0.0,0.0,0.0,0.0,undrafted
1,Thomas Zevgaras,2022,https://www.sports-reference.com//cbb/schools/incarnate-word/2022.html,F,6-9,214,sophomore,10,0,2,5.3,.636,,0.0,.538,1.3,0.2,0.6,0.2,0.0,0.0,0.6,1.1,2.1,9.4,.611,.636,.000,4.6,14.2,8.5,22.8,.030,-20.0,8,1,0,0,4,2.879236009777594,0.4000000000000001,0.0,0.0,1.2489995996796797,undrafted
2,Kenyon Holcombe,2021,https://www.sports-reference.com//cbb/schools/incarnate-word/2021.html,F,6-7,210,freshman,11,0,5,5.7,.429,.286,0.6,.143,0.6,0.3,1.0,0.1,0.0,0.3,0.5,1.1,1.4,3.4,.433,.500,.500,5.9,20.9,3.2,19.6,-.029,-11.8,6,1,0,1,4,1.9198829165402616,0.2874797872880344,0.0,0.4453617714151233,1.6006197146962737,undrafted
3,Dakota Reber,2021,https://www.sports-reference.com//cbb/schools/incarnate-word/2021.html,F,6-6,185,freshman,10,1,4,4.0,.375,.250,0.4,,0.0,0.2,0.3,0.1,0.1,0.0,0.4,0.4,0.7,1.8,.438,.438,.500,6.2,9.0,4.8,15.9,-.040,-5.8,4,1,1,0,1,1.4177446878757822,0.30000000000000004,0.30000000000000004,0.0,0.5,undrafted
4,Jacob Harvey,2021,https://www.sports-reference.com//cbb/schools/incarnate-word/2021.html,F,6-9,184,sophomore,2,0,2,1.0,1.000,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,44.2,1.000,1.000,.000,0.0,0.0,0.0,26.4,.311,-32.0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,undrafted
5,Julian Larry,2022,https://www.sports-reference.com//cbb/schools/indiana-state/2022.html,G,6-3,185,sophomore,15,12,7,29.1,.478,.250,1.1,.808,1.7,0.8,2.6,1.7,1.5,0.1,1.3,1.9,6.1,11.0,.559,.507,.232,3.2,10.1,10.0,11.8,.103,0.3,13,6,4,1,10,3.8029228525204433,1.8061622912192086,0.9568466729604882,0.24944382578492946,2.524546163834865,undrafted
6,Ndongo Ndaw,2021,https://www.sports-reference.com//cbb/schools/indiana-state/2021.html,C,6-8,220,junior,21,0,12,4.7,.500,,0.0,.500,0.2,0.4,0.4,0.0,0.2,0.0,0.4,1.0,0.6,3.9,.504,.500,.000,11.0,11.3,1.9,10.8,.037,-7.2,2,1,1,0,5,0.9035079029052513,0.21295885499998,0.39267672624930106,0.0,1.2453996981544782,undrafted
7,Jared Hankins,2021,https://www.sports-reference.com//cbb/schools/indiana-state/2021.html,G,6-4,195,sophomore,7,0,2,4.4,.500,.500,0.6,.500,1.1,0.0,0.6,0.0,0.0,0.0,0.1,0.7,1.4,9.9,.641,.750,1.000,0.0,16.1,0.0,15.2,.117,-1.2,5,0,0,0,2,1.840585532389304,0.0,0.0,0.0,0.7284313590846835,undrafted
8,Sam Mervis,2022,https://www.sports-reference.com//cbb/schools/indiana-state/2022.html,G,5-11,172,sophomore,7,0,4,5.1,.500,,0.0,,0.0,0.0,0.9,0.6,0.3,0.0,0.7,0.1,0.6,4.6,.500,.500,.000,0.0,18.9,18.0,12.8,-.005,-2.7,2,1,1,0,3,0.9035079029052513,0.4948716593053935,0.4517539514526256,0.0,1.1248582677159729,undrafted
9,Trey Galloway,2022,https://www.sports-reference.com//cbb/schools/indiana/2022.html,G,6-4,210,sophomore,7,0,6,17.1,.586,.333,1.3,.714,1.0,0.3,1.4,1.7,0.6,0.3,1.7,1.7,6.0,14.0,.650,.638,.310,2.1,8.7,18.9,18.6,.137,4.0,10,4,2,1,3,3.4226138716316967,1.2777531299998797,0.7284313590846836,0.45175395145262565,1.0301575072754257,undrafted
10,Khristian Lander,2022,https://www.sports-reference.com//cbb/schools/indiana/2022.html,G,6-2,185,sophomore,8,0,7,10.6,.450,.333,1.1,.750,1.0,0.0,1.3,1.3,0.4,0.1,1.8,1.5,3.4,7.0,.567,.525,.450,0.0,12.3,20.8,22.4,.056,-3.1,9,6,2,1,6,2.9973947020704497,1.920286436967152,0.6959705453537527,0.33071891388307384,1.8540496217739157,undrafted
11,Jordan Geronimo,2022,https://www.sports-reference.com//cbb/schools/indiana/2022.html,F,6-6,220,sophomore,17,0,13,11.8,.538,.357,0.8,.500,1.8,1.4,2.8,0.4,0.4,0.5,1.2,1.3,4.5,18.2,.574,.587,.269,14.8,24.5,5.6,21.9,.162,3.7,13,2,2,2,13,3.449085932769188,0.5882352941176471,0.5998846486579748,0.6960093862470136,3.129279077240091,undrafted
12,Anthony Leal,2022,https://www.sports-reference.com//cbb/schools/indiana/2022.html,G,6-5,210,sophomore,9,1,7,11.7,.474,.333,1.7,,0.0,0.2,0.9,1.2,0.4,0.1,0.7,1.1,2.6,11.0,.605,.605,.789,2.4,8.0,17.9,12.0,.135,3.2,7,5,1,1,4,2.2662308949301266,1.6850834320114556,0.4969039949999533,0.31426968052735443,1.1967032904743342,undrafted
13,Nelly Junior Joseph,2022,https://www.sports-reference.com//cbb/schools/iona/2022.html,F,6-9,230,sophomore,18,18,15,27.8,.521,.250,0.2,.670,6.1,3.8,4.7,1.7,0.9,1.8,1.9,2.7,13.7,25.5,.567,.524,.024,15.2,18.8,12.8,24.1,.210,5.9,28,4,2,5,15,5.0,0.8695819912499182,0.8748897637790901,1.6072751268321592,4.28498671072748,undrafted
14,Ryan Myers,2022,https://www.sports-reference.com//cbb/schools/iona/2022.html,G,6-1,170,sophomore,18,0,15,17.7,.339,.317,3.3,.684,1.1,0.2,1.2,0.9,0.3,0.1,0.8,1.7,5.9,6.9,.449,.427,.550,1.0,7.4,9.3,20.0,.055,-3.3,14,3,2,1,4,4.3955645433005515,0.8089010988089465,0.5773502691896257,0.3142696805273545,1.4529663145135578,undrafted
15,Tahlik Chavez,2022,https://www.sports-reference.com//cbb/schools/charleston-southern/2022.html,G,6-2,160,junior,16,15,3,26.9,.366,.350,7.5,.833,0.8,0.4,2.3,1.9,1.4,0.1,1.6,1.5,10.3,12.8,.517,.503,.784,1.4,9.6,14.4,19.7,.070,-3.0,17,6,4,1,4,4.220485754033533,1.5599979967935855,0.9921567416492215,0.24206145913796356,1.0439558180306292,undrafted
16,Dwayne Koroma,2021,https://www.sports-reference.com//cbb/schools/iona/2021.html,F,6-8,190,freshman,18,12,12,15.4,.429,.167,0.3,.333,0.8,0.9,2.5,1.1,0.3,0.2,1.2,2.8,2.7,5.8,.428,.439,.122,7.3,18.4,13.3,13.9,.053,-5.5,10,3,1,2,7,3.091206165165235,1.0999438818457405,0.4714045207910317,0.5328701692569688,1.5355861067872503,undrafted
17,Osborn Shema,2022,https://www.sports-reference.com//cbb/schools/iona/2022.html,F,7-1,200,junior,6,0,5,11.8,.500,.000,0.3,.833,1.0,0.7,2.2,1.0,0.0,0.2,0.3,1.8,3.2,13.4,.564,.500,.143,6.2,20.5,15.1,12.7,.150,-0.4,9,3,0,1,8,3.624760528488591,1.1547005383792515,0.0,0.37267799624996495,2.6718699236468995,undrafted
18,Omar Rowe,2021,https://www.sports-reference.com//cbb/schools/iona/2021.html,G,6-6,185,freshman,7,0,4,3.4,.500,1.000,0.1,.500,0.6,0.1,0.4,0.1,0.1,0.0,0.1,0.9,0.7,8.9,.641,.750,.500,5.0,14.1,7.2,10.1,.133,-1.6,3,1,1,0,2,1.1605769149479943,0.34992710611188266,0.34992710611188266,0.0,0.9035079029052513,undrafted
19,Johan Crafoord,2021,https://www.sports-reference.com//cbb/schools/iona/2021.html,F,6-9,230,freshman,6,0,4,3.3,.500,,0.0,1.000,0.3,0.0,0.3,0.3,0.0,0.0,0.5,1.0,0.7,-0.3,.678,.500,.000,0.0,11.3,17.6,14.7,.021,-10.8,2,1,0,0,2,0.9428090415820634,0.4714045207910317,0.0,0.0,0.74535599249993,undrafted
20,James Carey,2022,https://www.sports-reference.com//cbb/schools/iona/2022.html,G,5-11,160,junior,3,0,3,2.3,.000,.000,0.7,,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,-28.5,.000,.000,.500,0.0,32.0,0.0,34.2,-.443,-27.2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.4714045207910317,undrafted
21,Trey James,2022,https://www.sports-reference.com//cbb/schools/iona/2022.html,F,6-10,240,sophomore,6,0,5,6.2,.571,,0.0,.500,1.0,0.7,0.7,0.0,0.2,0.5,0.2,1.2,1.8,16.0,.558,.571,.000,11.9,12.1,0.0,14.0,.152,1.7,4,0,1,1,3,1.6749792701868151,0.0,0.37267799624996495,0.5,0.9428090415820632,undrafted
22,Jordan Brooks,2022,https://www.sports-reference.com//cbb/schools/kansas-state/2022.html,F,6-6,190,sophomore,4,0,4,0.8,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-5.6,,,,0.0,0.0,0.0,0.0,.054,-10.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,undrafted
23,Jaden Walker,2022,https://www.sports-reference.com//cbb/schools/iowa-state/2022.html,G,6-5,196,sophomore,4,0,3,3.5,.667,.000,0.3,.571,1.8,0.5,0.8,0.5,0.0,0.0,0.3,0.8,3.0,40.5,.643,.667,.167,17.3,26.1,40.4,37.3,.404,16.1,8,1,0,0,3,3.0,0.5,0.0,0.0,1.299038105676658,undrafted
24,Darlinstone Dubar,2022,https://www.sports-reference.com//cbb/schools/hofstra/2022.html,G,6-6,207,sophomore,18,18,11,32.1,.551,.375,3.6,.730,2.1,1.6,3.8,0.9,1.3,0.8,1.1,2.1,12.4,19.5,.642,.628,.410,5.5,13.7,4.8,17.0,.159,2.2,24,4,5,3,12,5.313911395665875,1.0999438818457405,1.3333333333333333,0.8975274678557507,2.1858128414340006,undrafted
25,Xavier Foster,2021,https://www.sports-reference.com//cbb/schools/iowa-state/2021.html,F,7-0,228,freshman,7,0,2,7.9,.625,.750,0.6,.714,1.0,0.6,1.1,0.1,0.3,0.3,0.6,1.6,4.0,23.9,.724,.719,.250,8.3,16.9,4.2,21.4,.166,3.7,10,1,2,1,4,3.5456210417116734,0.3499271061118826,0.6998542122237652,0.45175395145262565,1.2777531299998797,undrafted
26,Dudley Blackwell,2021,https://www.sports-reference.com//cbb/schools/iowa-state/2021.html,F,6-6,215,freshman,11,0,2,9.5,.211,.143,0.6,.692,1.2,0.0,0.6,0.5,0.2,0.2,0.6,0.5,1.6,2.4,.357,.237,.368,0.0,7.8,9.9,15.5,-.056,-5.4,6,3,1,1,2,2.2672661660618045,0.9875254992000196,0.38569460791993493,0.385694607919935,0.77138921583987,undrafted
27,Keegan Murray,2022,https://www.sports-reference.com//cbb/schools/iowa/2022.html,F,6-8,215,sophomore,16,16,13,29.3,.597,.362,4.3,.775,5.0,3.0,5.1,1.1,1.5,2.1,1.1,1.6,23.9,41.8,.670,.647,.278,11.3,19.4,8.4,31.1,.346,16.2,35,4,3,5,21,6.905330821184457,1.2183492931011204,1.118033988749895,1.2686114456365274,3.998046397929869,undrafted
28,Tony Perkins,2022,https://www.sports-reference.com//cbb/schools/iowa/2022.html,G,6-4,210,sophomore,17,0,13,16.9,.441,.308,1.5,.914,2.1,0.5,1.3,1.2,1.1,0.1,0.9,1.8,7.6,18.0,.548,.480,.255,3.5,8.5,11.8,22.4,.152,3.3,16,4,3,1,5,4.497596436144771,1.0588235294117647,0.9982683969692436,0.32218973970892123,1.1997692973159495,undrafted
