,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Matt Gardner,2013,https://www.sports-reference.com//cbb/schools/southern-utah/2013.html,G,6-3,180,sophomore,3,0,2,1.0,,,0.0,.500,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.3,0.3,-21.4,.526,,,0.0,0.0,58.0,48.3,-.474,0.0,1,1,0,0,0,0.4714045207910317,0.4714045207910317,0.0,0.0,0.0,undrafted
1,Chris Nsenki,2014,https://www.sports-reference.com//cbb/schools/southern-utah/2014.html,G,6-2,180,junior,24,8,1,11.8,.250,.174,1.0,.900,0.4,0.2,0.5,0.5,0.3,0.1,0.8,1.1,2.0,-0.2,.319,.278,.319,1.7,5.1,10.4,18.3,-.102,-12.1,10,2,2,1,3,2.5573287930095256,0.6441510347391795,0.5204164998665332,0.2763853991962833,0.8068715304598785,undrafted
2,Derick Beltran,2013,https://www.sports-reference.com//cbb/schools/southern/2013.html,G,6-4,190,sophomore,33,33,23,34.8,.400,.342,7.1,.793,4.1,0.4,4.0,1.5,1.3,0.5,1.7,1.5,16.0,19.5,.537,.493,.547,1.5,13.5,10.4,25.8,.174,1.4,35,5,4,3,9,6.7126513232075835,1.0471001541315754,1.0584393452468475,0.7435057058415332,1.8753634480928245,undrafted
3,Cameron Monroe,2015,https://www.sports-reference.com//cbb/schools/southern/2015.html,G,6-2,200,senior,32,3,17,10.4,.382,.231,0.8,.697,1.0,0.3,1.1,0.4,0.6,0.2,1.1,1.6,2.7,7.7,.475,.421,.342,3.4,11.4,8.1,19.5,.047,-7.0,11,2,3,2,4,3.374855320973034,0.5510997527671374,0.7441175562369161,0.4408354993645589,1.114096466873493,undrafted
4,Russell Hill,2012,https://www.sports-reference.com//cbb/schools/southern/2012.html,G,6-3,190,freshman,22,0,10,8.5,.344,.103,1.3,.786,0.6,0.2,1.0,0.2,0.2,0.1,0.7,0.7,3.5,7.7,.391,.360,.312,2.5,13.4,7.5,33.1,-.031,-11.6,18,3,1,2,5,5.185006993308799,0.6695872664843745,0.41907020260422206,0.416597790450531,1.2662171161076474,undrafted
5,Thomas Marshall,2013,https://www.sports-reference.com//cbb/schools/southern/2013.html,G,5-10,175,sophomore,2,0,1,3.5,1.000,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,-5.2,1.000,1.000,.000,0.0,0.0,0.0,23.2,-.144,-18.0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,undrafted
6,Eric Mosley,2013,https://www.sports-reference.com//cbb/schools/st-bonaventure/2013.html,G,6-0,170,junior,29,14,14,22.8,.436,.438,6.4,.829,2.4,0.2,1.7,2.1,1.3,0.1,1.5,2.0,13.2,24.6,.611,.580,.661,1.1,10.0,21.9,27.8,.177,7.8,39,7,4,1,5,8.167974933025922,1.5612732996788647,1.1415824384308173,0.30454347814923605,1.3057997399145855,undrafted
7,Charlon Kloof,2014,https://www.sports-reference.com//cbb/schools/st-bonaventure/2014.html,G,6-3,195,junior,33,33,18,33.4,.430,.286,3.0,.768,4.7,0.5,3.2,5.0,1.2,0.4,2.3,3.4,11.8,16.4,.547,.479,.345,1.7,11.4,27.7,19.4,.130,3.3,24,8,4,2,9,5.565702395822233,1.8987212360994596,0.9772433634301273,0.6527472493496369,1.8556740475630136,undrafted
8,Chris Johnson,2013,https://www.sports-reference.com//cbb/schools/st-bonaventure/2013.html,G,6-5,205,sophomore,29,27,14,28.9,.425,.380,3.2,.786,4.0,1.1,2.2,1.7,0.9,0.1,1.6,2.8,12.6,16.8,.544,.488,.329,4.8,10.6,12.3,23.4,.110,1.1,22,7,4,1,7,4.73080325161274,1.6871903203758714,0.9728783434252334,0.2533954906327426,1.7501486262688992,undrafted
9,Youssou Ndoye,2015,https://www.sports-reference.com//cbb/schools/st-bonaventure/2015.html,C,7-0,250,senior,30,30,17,31.9,.470,.000,0.0,.711,6.2,3.3,6.8,0.9,0.7,2.6,2.8,2.9,11.8,20.9,.546,.470,.004,11.8,24.5,6.0,22.1,.143,2.5,28,5,3,5,15,6.148622248565572,1.0115993936995678,0.7888106377466153,1.3564659966250536,2.515728301881761,undrafted (NBA)
