,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Tirus Smith,2020,https://www.sports-reference.com//cbb/schools/louisiana-lafayette/2020.html,F,6-8,230,sophomore,23,17,8,21.5,.504,.000,0.2,.638,4.1,2.5,3.4,0.3,0.3,1.4,1.1,3.3,8.3,19.4,.547,.504,.031,12.9,18.1,3.3,19.3,.134,-0.2,17,3,2,5,14,4.425395008695468,0.6983642784438701,0.5601782055097881,1.3457206556993182,3.07745015116285,undrafted
1,Deshaun Highler,2022,https://www.sports-reference.com//cbb/schools/sacramento-state/2022.html,G,6-2,180,senior,9,3,4,23.0,.321,.167,2.0,.412,1.9,0.7,1.2,1.4,1.0,0.1,1.1,2.6,5.1,5.0,.359,.348,.321,3.0,6.2,12.4,18.3,.003,-6.9,11,3,4,1,4,3.281071791162978,1.1653431646335017,1.247219128924647,0.31426968052735443,1.0999438818457405,undrafted
2,Greg Bowie,2021,https://www.sports-reference.com//cbb/schools/northern-colorado/2021.html,G,6-2,180,senior,14,0,7,14.6,.321,.242,2.4,.800,0.7,0.2,1.3,1.1,0.3,0.0,0.6,1.3,3.7,7.4,.428,.393,.589,1.8,10.5,13.7,17.6,.054,-5.0,12,3,2,0,4,3.8438925848782026,0.7985957062499248,0.5890150893739516,0.0,1.2955969390869324,undrafted
3,Javon Levi,2022,https://www.sports-reference.com//cbb/schools/texas-arlington/2022.html,G,5-11,175,senior,17,17,8,29.4,.393,.300,1.2,.400,1.8,1.4,3.5,4.9,1.5,0.0,2.6,2.1,6.0,11.0,.421,.421,.187,4.9,11.8,31.6,16.8,.059,-3.4,14,10,3,0,12,4.270280332442714,2.8877500490902532,1.0910139406465535,0.0,2.7414541641720103,undrafted
4,John Crnogorac,2019,https://www.sports-reference.com//cbb/schools/texas-pan-american/2019.html,C,7-0,220,sophomore,34,1,18,8.4,.370,.333,0.4,.688,0.5,0.7,1.2,0.1,0.2,0.4,0.6,1.3,2.1,8.2,.434,.404,.205,9.5,17.0,1.4,17.5,.042,-5.0,10,1,2,3,6,2.4487833289998413,0.23529411764705885,0.5455069703232767,0.6910200073218078,1.6616996343324157,undrafted
5,Jordan Jackson,2020,https://www.sports-reference.com//cbb/schools/texas-pan-american/2020.html,G,6-3,180,junior,29,28,13,27.1,.452,.298,3.2,.848,4.3,0.7,2.1,2.0,1.4,0.4,2.6,2.4,15.0,19.6,.554,.494,.283,2.7,9.9,16.1,29.4,.124,-1.0,29,5,4,2,6,6.2393786086529905,1.5195906576917728,1.275396000614271,0.7200211385455553,1.5006934584130307,undrafted
6,Jhivvan Jackson,2021,https://www.sports-reference.com//cbb/schools/texas-san-antonio/2021.html,G,6-0,170,senior,25,24,14,33.2,.468,.369,7.0,.784,3.5,0.6,3.7,3.4,1.0,0.3,2.8,2.9,19.9,21.6,.578,.551,.452,1.8,12.1,20.0,28.5,.164,2.5,32,9,4,2,9,8.16783937158414,2.1923503369671553,1.1661903789690602,0.5455272678794342,1.8607525359380812,undrafted
7,Keaton Wallace,2021,https://www.sports-reference.com//cbb/schools/texas-san-antonio/2021.html,G,6-3,195,senior,26,26,15,33.6,.420,.319,7.1,.788,3.1,0.6,4.9,3.4,1.0,0.3,2.2,2.1,16.8,18.5,.529,.499,.495,1.8,16.0,18.0,25.3,.139,1.7,33,9,4,2,13,6.55337665346119,2.2201337984095093,1.0,0.6056929133855239,2.5757747154235724,undrafted
8,Deon Lyle,2018,https://www.sports-reference.com//cbb/schools/texas-san-antonio/2018.html,G,6-5,190,freshman,35,6,20,19.6,.416,.403,6.8,.628,1.2,0.8,2.9,0.3,0.3,0.1,1.0,2.1,11.3,17.4,.568,.563,.728,4.4,15.0,3.5,26.3,.128,1.7,33,1,1,1,8,6.6614945923630104,0.47466422073817566,0.4370588154508102,0.318157963590287,2.351551810691686,undrafted
9,Adrian Rodriguez,2021,https://www.sports-reference.com//cbb/schools/texas-san-antonio/2021.html,F,6-7,245,senior,18,4,12,9.7,.600,.000,0.1,.615,0.7,1.0,1.1,0.4,0.2,0.1,0.7,1.3,2.8,13.7,.607,.600,.029,10.7,11.9,7.4,14.3,.110,-6.0,12,2,2,1,8,3.2241373618993125,0.5983516452371671,0.5328701692569688,0.3142696805273545,2.172357199557461,undrafted
10,Robert Lewis,2018,https://www.sports-reference.com//cbb/schools/texas-southern/2018.html,G,6-4,190,freshman,16,6,4,19.4,.403,.386,2.8,.583,1.5,0.1,1.9,0.7,0.2,0.2,0.8,1.4,5.8,8.9,.526,.513,.571,0.7,10.5,6.6,15.7,.044,-2.4,14,3,1,1,5,5.3058782260809565,0.982264602843857,0.3903123748998999,0.3903123748998999,1.7488835724541527,undrafted
11,Cainan McClelland,2021,https://www.sports-reference.com//cbb/schools/jackson-state/2021.html,G,6-4,180,senior,18,15,12,27.5,.356,.377,3.4,.632,1.1,0.6,1.6,2.2,1.3,0.2,1.2,2.2,6.1,9.8,.482,.466,.587,2.5,6.4,16.8,13.4,.114,-2.6,16,5,5,1,6,5.1690556006362645,1.7716909687891083,1.4065543223524626,0.41573970964154905,1.6414763002993509,undrafted
12,Jerry Perry,2018,https://www.sports-reference.com//cbb/schools/texas-southern/2018.html,G,6-3,175,freshman,11,5,7,18.4,.357,.375,0.7,.731,2.4,0.5,0.8,1.7,0.5,0.0,1.5,1.4,3.8,7.4,.520,.411,.286,3.3,4.7,16.0,13.5,.025,-6.6,14,5,2,0,4,4.38630475702357,1.7104443383842527,0.6555547773570889,0.0,1.2984415324623362,undrafted
13,Kevin Granger,2020,https://www.sports-reference.com//cbb/schools/texas-southern/2020.html,F,6-5,194,junior,11,1,6,3.3,.286,.000,0.1,.400,0.5,0.5,0.5,0.0,0.1,0.0,0.1,0.3,0.9,7.5,.305,.286,.071,14.9,18.3,0.0,22.3,.006,-8.3,6,0,1,0,5,1.7814470856604927,0.0,0.28747978728803447,0.0,1.5954480704349312,undrafted
14,Divonte Lumpkin,2020,https://www.sports-reference.com//cbb/schools/texas-southern/2020.html,G,6-1,175,junior,24,11,12,9.9,.282,.000,0.3,.333,0.4,0.2,1.3,0.5,0.6,0.0,0.5,0.6,1.0,3.6,.289,.282,.179,1.8,13.9,8.1,11.0,-.004,-5.8,10,3,4,0,5,2.2263416678987578,0.7626252174051302,1.0728660991319778,0.0,1.6811867501526676,undrafted
15,Aaron Campbell,2018,https://www.sports-reference.com//cbb/schools/texas-southern/2018.html,F,,,freshman,3,0,3,1.3,.000,.000,0.7,,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.3,0.0,-12.0,.000,.000,1.000,0.0,26.4,39.2,36.3,-.340,-24.2,0,1,1,0,1,0.0,0.4714045207910317,0.4714045207910317,0.0,0.4714045207910317,undrafted
16,Tre'Larenz Nottingham,2019,https://www.sports-reference.com//cbb/schools/texas-state/2019.html,G,6-2,185,sophomore,34,34,24,31.4,.356,.310,8.3,.769,3.9,0.4,3.5,2.1,1.2,0.1,2.3,2.4,14.2,14.1,.509,.462,.685,1.5,13.1,13.0,25.6,.129,0.0,27,7,5,1,8,6.670702354039923,1.6259147013041473,1.1129934075543824,0.2836367870880281,1.686758936345843,undrafted
17,Alex Peacock,2019,https://www.sports-reference.com//cbb/schools/texas-state/2019.html,F,6-7,215,sophomore,32,32,22,28.4,.417,.343,3.2,.742,1.9,1.7,4.4,2.2,1.0,0.6,1.6,2.6,8.2,15.0,.531,.498,.468,6.8,18.3,14.1,16.3,.146,2.8,20,6,4,2,12,4.7218532841989065,1.60291482540402,1.0606601717798212,0.7441175562369161,2.666341125962693,undrafted
