,name,season,school_url,position,height,weight,school_year,games_played,games_started,games_won,mpg,fg_pct,fg3_pct,fg3a,ft_pct,fta,off_rpg,def_rpg,apg,spg,bpg,tpg,fpg,ppg,per,ts_pct,eff_fg_pct,fg3a_rate,off_reb_pct,def_reb_pct,ast_pct,usg_pct,win_shares_40_min,plus_minus,max_points,max_assists,max_steals,max_blocks,max_rebounds,std_points,std_assists,std_steals,std_blocks,std_rebounds,draft
0,Kelton Conway,2016,https://www.sports-reference.com//cbb/schools/cal-state-northridge/2016.html,G,5-11,176,freshman,9,0,2,1.9,.000,.000,0.1,.667,0.7,0.0,0.3,0.1,0.3,0.0,0.2,0.6,0.4,3.7,.292,.000,.250,0.0,19.1,9.7,25.6,-.032,22.4,2,1,2,0,1,0.6849348892187752,0.31426968052735443,0.6666666666666666,0.0,0.4714045207910317,undrafted
1,Siler Schneider,2019,https://www.sports-reference.com//cbb/schools/california-davis/2019.html,G,6-3,183,senior,31,26,11,27.0,.401,.270,3.2,.733,1.9,0.4,2.4,1.9,1.0,0.1,2.5,2.6,10.4,9.6,.471,.444,.321,1.6,11.5,16.0,27.1,.021,-5.1,27,7,4,2,7,5.986804775971764,1.809329504823246,0.966666068630432,0.38977567656756684,1.895830355472918,undrafted
2,Lawrence White,2017,https://www.sports-reference.com//cbb/schools/california-davis/2017.html,G,6-4,203,sophomore,36,35,23,27.3,.434,.324,2.1,.620,2.6,0.6,2.9,1.5,1.0,0.7,1.5,2.6,7.7,11.5,.514,.487,.327,2.7,12.4,11.2,16.5,.091,-0.4,15,4,4,3,9,3.7551405096099377,1.166335931956501,1.130388330520878,0.8695819912499182,1.949002593921083,undrafted
3,Garrison Goode,2019,https://www.sports-reference.com//cbb/schools/california-davis/2019.html,F,6-7,225,senior,31,21,11,26.1,.586,,0.0,.696,2.2,1.7,1.6,1.0,0.8,0.6,1.2,2.7,5.3,12.0,.622,.586,.000,8.0,7.8,7.2,11.3,.105,-0.7,13,5,3,5,6,3.1744295742303343,1.1773088768319135,0.9536609999415796,1.0977225501402295,2.1992336192334596,undrafted
4,Rogers Printup,2020,https://www.sports-reference.com//cbb/schools/california-davis/2020.html,G,6-4,205,senior,22,12,12,16.5,.415,.390,1.9,.900,0.5,0.5,2.0,0.7,0.5,0.1,0.4,1.2,3.6,11.8,.566,.538,.631,3.5,15.5,7.4,11.4,.094,1.2,12,3,3,1,6,3.938840287434533,0.8194434716963612,0.7229988054812212,0.3431742925123068,2.0834848429756074,undrafted
5,Jonathan Galloway,2019,https://www.sports-reference.com//cbb/schools/california-irvine/2019.html,F,6-10,235,senior,37,37,31,24.6,.606,,0.0,.607,3.0,2.8,5.1,1.1,0.4,1.0,0.7,2.1,6.9,21.4,.615,.606,.000,13.6,21.8,7.7,13.3,.205,4.5,14,2,2,3,14,3.700828091251122,0.7332248630405696,0.5796651510683032,0.8538145404827738,3.343277108788692,undrafted
6,Brandon Smith,2018,https://www.sports-reference.com//cbb/schools/california-irvine/2018.html,F,6-5,185,junior,30,9,16,12.4,.382,.042,0.8,.700,0.7,0.2,1.3,0.9,0.3,0.2,0.8,1.4,2.2,5.7,.432,.390,.353,2.1,10.9,12.3,13.6,.046,-3.5,11,3,2,1,4,3.051593390709552,0.8459051693633013,0.5259911279353167,0.4000000000000001,1.2840906856172147,undrafted
7,Spencer Rivers,2019,https://www.sports-reference.com//cbb/schools/california-irvine/2019.html,G,6-2,200,junior,32,1,27,9.3,.436,.313,0.5,.200,0.3,0.0,0.5,0.6,0.3,0.0,0.3,0.8,1.3,5.1,.469,.500,.410,0.0,5.3,10.6,9.5,.061,-3.1,8,3,1,0,2,2.003658762738805,0.7849910429425294,0.4496092053105675,0.0,0.6115745559619039,undrafted
8,Secean Johnson,2017,https://www.sports-reference.com//cbb/schools/california-riverside/2017.html,F,6-5,200,sophomore,27,25,7,30.2,.356,.301,2.7,.759,5.4,1.4,4.1,1.5,1.2,0.4,2.3,3.2,11.6,13.4,.485,.399,.289,5.4,15.8,10.2,23.9,.082,-1.9,22,4,4,2,13,3.9907299991262155,1.0657403385139377,1.1331154474650633,0.628539361054709,2.249828525701843,undrafted
9,Malik Thames,2017,https://www.sports-reference.com//cbb/schools/california-riverside/2017.html,G,6-2,160,sophomore,22,11,6,28.3,.342,.333,3.5,.775,1.8,0.4,3.0,1.8,1.1,0.1,1.5,1.6,7.5,9.6,.466,.424,.494,1.5,12.6,12.7,17.2,.059,-2.7,18,5,4,1,6,4.552040683052525,1.5804853318830645,0.9968960090664231,0.38569460791993493,1.4993111365882401,undrafted
10,Gentrey Thomas,2017,https://www.sports-reference.com//cbb/schools/california-riverside/2017.html,G,6-4,190,sophomore,26,13,7,25.3,.420,.288,3.1,.600,1.0,0.5,2.8,1.5,0.9,0.3,1.9,1.5,8.2,10.7,.484,.476,.386,2.4,13.8,12.6,20.8,.046,-3.2,20,4,4,2,12,4.651779579304878,0.9302605094190635,1.2403473458920846,0.5384615384615384,3.1201293403626265,undrafted
11,Menno Dijkstra,2019,https://www.sports-reference.com//cbb/schools/california-riverside/2019.html,C,7-0,230,senior,33,23,10,22.1,.449,.317,2.5,.784,1.1,1.2,2.9,1.0,0.3,0.5,1.0,1.9,8.1,15.9,.526,.504,.347,7.0,17.0,9.7,21.6,.093,-3.2,20,4,3,3,13,4.114745372022918,1.1930314960623956,0.6269139656235516,0.7832029080800051,2.9758748356826468,undrafted
12,DJ Sylvester,2018,https://www.sports-reference.com//cbb/schools/california-riverside/2018.html,G,6-3,175,junior,27,14,7,24.1,.349,.333,3.0,.675,3.0,0.6,2.3,1.0,0.6,0.0,1.3,2.1,7.8,8.4,.471,.422,.435,2.5,10.5,8.4,20.0,.053,-4.3,24,5,2,1,8,5.551356437758233,1.0357134410451527,0.7370277311900889,0.18885257457751053,1.7992530076283142,undrafted
13,Primitivo Gomez,2016,https://www.sports-reference.com//cbb/schools/california-riverside/2016.html,F,6-5,210,freshman,12,0,5,8.4,.261,.429,0.6,.786,1.2,0.6,1.1,0.3,0.2,0.0,0.8,0.4,2.2,7.0,.438,.326,.304,8.0,14.7,5.5,19.5,.022,-9.4,7,2,1,0,5,2.3033791601808757,0.5951190357119042,0.372677996249965,0.0,1.8856180831641267,undrafted
14,Eric Rwahwire,2019,https://www.sports-reference.com//cbb/schools/california-riverside/2019.html,G,6-5,210,senior,6,3,2,18.0,.357,.250,4.0,.750,0.7,0.7,3.7,0.3,0.7,0.0,1.3,2.5,6.5,9.2,.444,.429,.571,4.6,26.4,4.0,26.4,.011,-8.9,11,1,1,0,8,3.8622100754188224,0.4714045207910317,0.4714045207910317,0.0,2.2110831935702664,undrafted
